pos,change,title,days,peak,streams,total,artistIds
1,=,ATEEZ - BAD,,,856097,,
2,=,RESCENE - LOVE ATTACK,,,779637,,
3,+1,aespa - LEMONADE,,,732965,,
4,-1,CORTIS - REDRED,,,729950,,
5,=,RESCENE - Pretty Girl,,,645676,,
6,=,ILLIT - It's Me,,,610481,,
7,=,RESCENE - Deja Vu,,,543571,,
8,+2,KiiiKiii - Pop Off Pop Off,,,528068,,
9,-1,Hearts2Hearts - RUDE!,,,512177,,
10,-1,I.O.I - 갑자기,,,480468,,
11,=,TAEYEON - Bansanka,,,401537,,
12,=,YENA - 캐치 캐치,,,362607,,
13,+3,Choi Yu Ree - 생각을 멈추다 보면,,,346134,,
14,+4,Post Malone - Sunflower,,,344691,,
15,-1,WOODZ - Drowning,,,343494,,
16,+4,Red Velvet - Surfin' Boy,,,341317,,
17,+2,JENNIE - Less than a Lover,,,341116,,
18,-5,HWASA - Good Goodbye,,,339344,,
19,-2,OFFICIAL HIGE DANDISM - Pretender,,,329042,,
20,NEW,Hearts2Hearts - Lemon Tang,,,306124,,
