pos,change,title,days,peak,streams,total,artistIds
1,=,aespa - LEMONADE,,,1029715,,
2,=,RESCENE - LOVE ATTACK,,,963830,,
3,=,CORTIS - REDRED,,,911457,,
4,=,ATEEZ - BAD,,,871851,,
5,=,ILLIT - It's Me,,,790409,,
6,=,RESCENE - Pretty Girl,,,722552,,
7,+1,I.O.I - 갑자기,,,641754,,
8,-1,JENNIE - Less than a Lover,,,638135,,
9,=,Hearts2Hearts - RUDE!,,,627604,,
10,=,RESCENE - Deja Vu,,,603664,,
11,=,TAEYEON - Bansanka,,,518994,,
12,+1,HWASA - Good Goodbye,,,490361,,
13,-1,WOODZ - Drowning,,,476680,,
14,=,BOL4 - Please Summer!,,,444395,,
15,=,tuki. - 晩餐歌,,,414101,,
16,+2,HANRORO - 사랑하게 될 거야,,,408240,,
17,=,OFFICIAL HIGE DANDISM - Pretender,,,404019,,
18,NEW,YENA - 캐치 캐치,,,400948,,
19,-3,Choi Yu Ree - 생각을 멈추다 보면,,,389191,,
20,-1,Hearts2Hearts - Lemon Tang,,,388839,,
