pos,change,title,days,peak,streams,total,artistIds
1,=,CORTIS - REDRED,92,1,95701,9858969,1ebt9HnXdyYA6KgLXr1n4P
2,=,RESCENE - LOVE ATTACK,61,2,78072,3380630,5deOsjuFTKrNMJW3rKuL8S
3,=,RESCENE - Pretty Girl,13,3,69645,719600,5deOsjuFTKrNMJW3rKuL8S
4,+3,Jimin - Who,732,1,59928,102186096,1oSPZhvZMIrWW5I41kPkkY
5,=,aespa - LEMONADE,53,2,58506,4250028,6YVMFz59CuY7ngCxTxjpxE
6,-2,ILLIT - It's Me,82,2,57187,5939765,36cgvBn0aadzOijnjjwqMN
7,-1,Hearts2Hearts - Lemon Tang,29,2,51113,1716783,1ZLU77nRzQIaP23mVSYpCQ
8,+1,HANRORO - 0+0,306,1,49174,14993430,5wVJpXzuKV6Xj7Yhsf2uYx
9,-1,HANRORO - Landing in Love,371,1,49096,16307841,5wVJpXzuKV6Xj7Yhsf2uYx
10,=,I.O.I - Suddenly,62,4,47304,3571609,6RKnXXyprPjhBdCvL802Ku
11,+1,ATEEZ - BAD,21,11,47120,742194,68KmkJeZGfwe1OUaivBa2L
12,+1,RESCENE - Deja Vu,50,12,45589,1099702,5deOsjuFTKrNMJW3rKuL8S
13,-2,Hearts2Hearts - RUDE!,151,1,43845,9386450,1ZLU77nRzQIaP23mVSYpCQ
14,=,HANRORO - Let Me Love My Youth,374,6,37265,10165028,5wVJpXzuKV6Xj7Yhsf2uYx
15,+5,TAEYEON - Bansanka,22,10,36097,836537,3qNVuliS40BLgXGxhdBdqu
16,=,Nerd Connection - If I have you only (My love X Nerd Connection),978,15,35371,12080700,5WKUZJPvN1SScyggtPFShK
17,+2,KiiiKiii - 404 (New Era),176,1,35150,8617938,63sat2XSMKdwKfqspmYQKP
18,-1,WOODZ - Drowning,657,7,34685,14719884,6y9nlaoynxSvoTGY09Vdcy
19,+7,Jin - Don’t Say You Love Me,431,1,33998,23192950,5vV3bFXnN6D6N3Nj4xRvaV
20,+2,RESCENE - Runaway,52,17,33137,1167406,5deOsjuFTKrNMJW3rKuL8S
21,=,YENA - Catch Catch,126,10,32644,4735973,49muoiIu4uea4PO8vueUNN
22,+2,Jung Kook - Seven (w/ Latto ),1103,1,32549,70173833,6HaGTQPmzraVmaVxvz6EUc;3MdXrJWsbVzdn6fe5JYkSQ
23,=,NMIXX - Heavy Serenade,71,3,32450,3501003,28ot3wh4oNmoFOdVajibBl
24,-9,"HEEDAE - 112 (w/ C JAMM , BlackNut )",3,15,31836,103382,6J4oB6UcxVwsI6jmjmeMGA;2ZT3bnHPOdErwCLdP5aHqR;0T8sqjCB5w57zxvW5lp3qJ
25,=,OFFICIAL HIGE DANDISM - Pretender,757,19,31757,11606299,5Vo1hnCRmCM6M4thZCInCj
26,+1,BTS - SWIM,123,1,31173,7062206,3Nrfpe0tUJi4K4DXYWgMUX
27,+1,Redoor - Forever Has Always Been,429,17,30356,8637983,5xhi1KB7WkPiTYb5Fm3YvS
28,+1,CORTIS - GO!,294,6,29421,7048127,1ebt9HnXdyYA6KgLXr1n4P
29,-11,"HEEDAE - Brainwash (w/ C JAMM , BlackNut )",3,18,29133,98891,6J4oB6UcxVwsI6jmjmeMGA;2ZT3bnHPOdErwCLdP5aHqR;0T8sqjCB5w57zxvW5lp3qJ
30,+12,Ariana Grande - hate that i made you love me,53,15,28937,1629458,66CXWjxzNUsdJxJ2JdwvnR
31,+1,Epik High - Love Love Love,251,5,28780,7949605,5snNHNlYT2UrtZo5HCJkiw
32,+3,Nerd Connection - ‎Good Night Good Dream,763,28,28296,7697632,5WKUZJPvN1SScyggtPFShK
33,+1,Hearts2Hearts - STYLE,398,8,28075,11281146,1ZLU77nRzQIaP23mVSYpCQ
34,-4,AKMU - Paradise of Rumors,105,1,28011,5176185,6OwKE9Ez6ALxpTaKcT5ayv
