pos,change,title,days,peak,streams,total,artistIds
1,+2,Jung Kook - Seven (w/ Latto ),1166,1,75530,73195594,6HaGTQPmzraVmaVxvz6EUc;3MdXrJWsbVzdn6fe5JYkSQ
2,+2,SOYEON - I’m gonna TOESA,13,2,70185,580482,6Xg22wJOAcnvPUfk5WvODH
3,-2,RESCENE - LOVE ATTACK,124,1,69600,7939431,5deOsjuFTKrNMJW3rKuL8S
4,+1,Jimin - Who,795,1,65302,105753909,1oSPZhvZMIrWW5I41kPkkY
5,-3,CORTIS - REDRED,155,1,64779,14809593,1ebt9HnXdyYA6KgLXr1n4P
6,=,BIG Naughty - Nostalgia,22,1,58212,1464035,7cEaNXXTHx3LokbjUUyHal
7,+2,RESCENE - Deja Vu,113,7,53593,4123716,5deOsjuFTKrNMJW3rKuL8S
8,-1,Redoor - Forever Has Always Been,492,6,53042,11057505,5xhi1KB7WkPiTYb5Fm3YvS
9,+3,IU - Dear my crazy soulmate,12,6,51841,576068,3HqSLMAZ3g3d5poNaI7GOU
10,-2,RESCENE - Pretty Girl,76,3,50537,4371481,5deOsjuFTKrNMJW3rKuL8S
11,-1,ATEEZ - BAD,84,7,49648,3811633,68KmkJeZGfwe1OUaivBa2L
12,-1,HANRORO - 0+0,369,1,48888,17914391,5wVJpXzuKV6Xj7Yhsf2uYx
13,+1,aespa - LEMONADE,116,2,44896,7694927,6YVMFz59CuY7ngCxTxjpxE
14,+4,IU - Unknown Planet,12,5,43761,506349,3HqSLMAZ3g3d5poNaI7GOU
15,+1,HANRORO - Landing in Love,434,1,43263,19053941,5wVJpXzuKV6Xj7Yhsf2uYx
16,-1,Nerd Connection - If I have you only (My love X Nerd Connection),1041,13,43108,14452978,5WKUZJPvN1SScyggtPFShK
17,=,KiiiKiii - Pop Off Pop Off,43,1,42895,2392808,63sat2XSMKdwKfqspmYQKP
18,-5,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),1770,3,42245,12827162,246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX
19,+2,Hearts2Hearts - RUDE!,214,1,39466,12008556,1ZLU77nRzQIaP23mVSYpCQ
20,-1,HANRORO - Let Me Love My Youth,437,6,39410,12481589,5wVJpXzuKV6Xj7Yhsf2uYx
21,-1,ILLIT - It's Me,145,2,39024,8988677,36cgvBn0aadzOijnjjwqMN
22,+1,I.O.I - Suddenly,125,4,37501,6173225,6RKnXXyprPjhBdCvL802Ku
23,-1,Hearts2Hearts - Lemon Tang,92,2,35956,4453607,1ZLU77nRzQIaP23mVSYpCQ
24,+2,WOODZ - Drowning,720,7,34943,16935327,6y9nlaoynxSvoTGY09Vdcy
25,=,JANNABI - for lovers who hesitate,1855,23,33925,12411500,2SY6OktZyMLdOnscX3DCyS
26,+1,BIGBANG - BiiiG,34,1,33702,1880887,4Kxlr1PRlDKEB0ekOCyHgX
27,+4,TUIDE - SUN KISS,29,14,33699,967644,2uxeKIw5ancTu92x28Ctkf
28,-4,Nerd Connection - ‎Good Night Good Dream,826,24,33394,9475845,5WKUZJPvN1SScyggtPFShK
29,+1,KiiiKiii - 404 (New Era),239,1,33065,10793082,63sat2XSMKdwKfqspmYQKP
30,-2,데이먼스 이어 Damons year - yours,1425,6,31907,20333344,2T5KKZuEEudb7alCJ1pCus
