pos,change,title,days,peak,streams,total,artistIds
1,+1,CORTIS - REDRED,137,1,74007,13550011,1ebt9HnXdyYA6KgLXr1n4P
2,-1,Jung Kook - Seven (w/ Latto ),1148,1,73777,71920103,6HaGTQPmzraVmaVxvz6EUc;3MdXrJWsbVzdn6fe5JYkSQ
3,=,RESCENE - LOVE ATTACK,106,2,70619,6712827,5deOsjuFTKrNMJW3rKuL8S
4,=,BIG Naughty - Nostalgia,4,3,69858,254169,7cEaNXXTHx3LokbjUUyHal
5,=,KiiiKiii - Pop Off Pop Off,25,1,59894,1525727,63sat2XSMKdwKfqspmYQKP
6,=,Jimin - Who,777,1,59645,104702444,1oSPZhvZMIrWW5I41kPkkY
7,=,BIGBANG - BiiiG,16,1,54354,1126265,4Kxlr1PRlDKEB0ekOCyHgX
8,=,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),1752,3,53808,11946238,246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX
9,+1,RESCENE - Pretty Girl,58,3,53773,3438013,5deOsjuFTKrNMJW3rKuL8S
10,-1,aespa - LEMONADE,98,2,53366,6808907,6YVMFz59CuY7ngCxTxjpxE
11,=,ATEEZ - BAD,66,7,50443,2929667,68KmkJeZGfwe1OUaivBa2L
12,=,RESCENE - Deja Vu,95,8,49736,3225857,5deOsjuFTKrNMJW3rKuL8S
13,=,ILLIT - It's Me,127,2,43675,8242576,36cgvBn0aadzOijnjjwqMN
14,=,HANRORO - Landing in Love,416,1,42163,18262636,5wVJpXzuKV6Xj7Yhsf2uYx
15,+1,Hearts2Hearts - RUDE!,196,1,41677,11274828,1ZLU77nRzQIaP23mVSYpCQ
16,-1,HANRORO - 0+0,351,1,40224,17061038,5wVJpXzuKV6Xj7Yhsf2uYx
17,+3,Redoor - Forever Has Always Been,474,15,39426,10155150,5xhi1KB7WkPiTYb5Fm3YvS
18,+1,Hearts2Hearts - Lemon Tang,74,2,39387,3778759,1ZLU77nRzQIaP23mVSYpCQ
19,+2,I.O.I - Suddenly,107,4,38574,5507942,6RKnXXyprPjhBdCvL802Ku
20,-3,JENNIE - Less than a Lover,42,3,38386,2127077,250b0Wlc5Vk0CoUsaCY84M
21,-3,Nerd Connection - If I have you only (My love X Nerd Connection),1023,13,38076,13722258,5WKUZJPvN1SScyggtPFShK
22,=,JENNIE - FALLEN ANGEL,7,19,37214,241155,250b0Wlc5Vk0CoUsaCY84M
23,=,TUIDE - SUN KISS,11,14,37058,352037,2uxeKIw5ancTu92x28Ctkf
24,=,WOODZ - Drowning,702,7,36986,16295281,6y9nlaoynxSvoTGY09Vdcy
25,=,HANRORO - Let Me Love My Youth,419,6,36414,11783927,5wVJpXzuKV6Xj7Yhsf2uYx
26,+1,JANNABI - for lovers who hesitate,1837,25,34958,11819394,2SY6OktZyMLdOnscX3DCyS
27,+1,KiiiKiii - 404 (New Era),221,1,34293,10192146,63sat2XSMKdwKfqspmYQKP
28,-2,ENHYPEN - Bloody Paradise,14,18,33306,462971,5t5FqBwTcgKTaWmfEbwQY9
29,=,OFFICIAL HIGE DANDISM - Pretender,802,19,31665,13000720,5Vo1hnCRmCM6M4thZCInCj
30,=,Jin - Don’t Say You Love Me,476,1,30594,24672974,5vV3bFXnN6D6N3Nj4xRvaV
31,+1,TAEYEON - Bansanka,67,10,30192,2175416,3qNVuliS40BLgXGxhdBdqu
32,-1,RESCENE - Runaway,97,17,29702,2509869,5deOsjuFTKrNMJW3rKuL8S
33,+3,데이먼스 이어 Damons year - yours,1407,6,29649,19773846,2T5KKZuEEudb7alCJ1pCus
34,+1,"Woo - We Are (w/ Loco , GRAY )",625,15,29615,8276771,5a8EJtOEbUJDF4RX3mKK02;2e4G04F77jxVuDYo44TCSm;3kPEBSt7qgVoRZSbIXMr7W
35,-1,YENA - Catch Catch,171,10,29436,6207635,49muoiIu4uea4PO8vueUNN
36,-3,BOL4 - Please Summer!,42,18,29023,1199032,4k5fFEYgkWYrYvtOK3zVBl
37,+1,Hearts2Hearts - ICONIC HEART,23,19,28983,673911,1ZLU77nRzQIaP23mVSYpCQ
38,+3,Nerd Connection - ‎Good Night Good Dream,808,28,28726,8905124,5WKUZJPvN1SScyggtPFShK
39,=,BTS - SWIM,168,1,28587,8383050,3Nrfpe0tUJi4K4DXYWgMUX
40,-3,Lim Young Woong - Eternal Moment,371,16,28491,8526318,75MOYjGEyyH5U4ZFHOPvxR
41,-1,Epik High - Love Love Love,296,5,28270,9240810,5snNHNlYT2UrtZo5HCJkiw
42,=,The Black Skirts - Ling Ling,302,32,27661,4395186,6WeDO4GynFmK4OxwkBzMW8
43,=,TUIDE - GRLS,11,35,26484,275241,2uxeKIw5ancTu92x28Ctkf
44,=,NMIXX - Heavy Serenade,116,3,26378,4812339,28ot3wh4oNmoFOdVajibBl
45,+5,Hearts2Hearts - FOCUS,319,6,26262,9939295,1ZLU77nRzQIaP23mVSYpCQ
