pos,change,title,days,peak,streams,total,artistIds
1,=,Jung Kook - Seven (w/ Latto ),1160,1,73709,72760549,6HaGTQPmzraVmaVxvz6EUc;3MdXrJWsbVzdn6fe5JYkSQ
2,+1,RESCENE - LOVE ATTACK,118,2,68321,7531303,5deOsjuFTKrNMJW3rKuL8S
3,+1,CORTIS - REDRED,149,1,66863,14406616,1ebt9HnXdyYA6KgLXr1n4P
4,-2,BIG Naughty - Nostalgia,16,1,63313,1096442,7cEaNXXTHx3LokbjUUyHal
5,=,Jimin - Who,789,1,53100,105380588,1oSPZhvZMIrWW5I41kPkkY
6,+2,aespa - LEMONADE,110,2,50871,7420830,6YVMFz59CuY7ngCxTxjpxE
7,-1,Redoor - Forever Has Always Been,486,6,50573,10737186,5xhi1KB7WkPiTYb5Fm3YvS
8,+3,SOYEON - I’m gonna TOESA,7,8,50074,210004,6Xg22wJOAcnvPUfk5WvODH
9,=,RESCENE - Deja Vu,107,8,48989,3810388,5deOsjuFTKrNMJW3rKuL8S
10,-3,RESCENE - Pretty Girl,70,3,48875,4061956,5deOsjuFTKrNMJW3rKuL8S
11,+5,IU - Dear my crazy soulmate,6,6,48754,266034,3HqSLMAZ3g3d5poNaI7GOU
12,-2,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),1764,3,46812,12558221,246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX
13,-1,ATEEZ - BAD,78,7,46591,3512210,68KmkJeZGfwe1OUaivBa2L
14,=,HANRORO - 0+0,363,1,46535,17617131,5wVJpXzuKV6Xj7Yhsf2uYx
15,-2,KiiiKiii - Pop Off Pop Off,37,1,46526,2128851,63sat2XSMKdwKfqspmYQKP
16,-1,HANRORO - Landing in Love,428,1,45064,18795248,5wVJpXzuKV6Xj7Yhsf2uYx
17,+3,Nerd Connection - If I have you only (My love X Nerd Connection),1035,13,40655,14193818,5WKUZJPvN1SScyggtPFShK
18,-1,Hearts2Hearts - RUDE!,208,1,40609,11770258,1ZLU77nRzQIaP23mVSYpCQ
19,-1,BIGBANG - BiiiG,28,1,40132,1668371,4Kxlr1PRlDKEB0ekOCyHgX
20,+3,IU - Unknown Planet,6,5,40042,245181,3HqSLMAZ3g3d5poNaI7GOU
21,-2,ILLIT - It's Me,139,2,38800,8749160,36cgvBn0aadzOijnjjwqMN
22,=,Hearts2Hearts - Lemon Tang,86,2,36918,4233539,1ZLU77nRzQIaP23mVSYpCQ
23,-2,HANRORO - Let Me Love My Youth,431,6,36071,12245266,5wVJpXzuKV6Xj7Yhsf2uYx
24,=,I.O.I - Suddenly,119,4,35611,5950584,6RKnXXyprPjhBdCvL802Ku
25,=,TUIDE - SUN KISS,23,14,34588,771125,2uxeKIw5ancTu92x28Ctkf
26,+2,Girls' Generation-HRS - Skibidi,14,26,34365,358349,1wlgozUz29VEBQxMDqQFK1
27,=,KiiiKiii - 404 (New Era),233,1,34195,10596187,63sat2XSMKdwKfqspmYQKP
28,-2,WOODZ - Drowning,714,7,33974,16723791,6y9nlaoynxSvoTGY09Vdcy
29,=,"Woo - We Are (w/ Loco , GRAY )",637,15,33182,8660018,5a8EJtOEbUJDF4RX3mKK02;2e4G04F77jxVuDYo44TCSm;3kPEBSt7qgVoRZSbIXMr7W
30,=,Nerd Connection - ‎Good Night Good Dream,820,26,31284,9277808,5WKUZJPvN1SScyggtPFShK
31,+2,The Black Skirts - Ling Ling,314,28,31036,4760885,6WeDO4GynFmK4OxwkBzMW8
32,+3,JANNABI - for lovers who hesitate,1849,23,30704,12208804,2SY6OktZyMLdOnscX3DCyS
33,-1,데이먼스 이어 Damons year - yours,1419,6,30522,20141123,2T5KKZuEEudb7alCJ1pCus
34,+2,OFFICIAL HIGE DANDISM - Pretender,814,19,29889,13371483,5Vo1hnCRmCM6M4thZCInCj
35,-4,D.O. - Guitarist,7,31,29860,159912,2CQZr2RPZmrcvDnaod1ldC
36,+1,TAEYEON - Bansanka,79,10,29667,2524707,3qNVuliS40BLgXGxhdBdqu
37,-3,RESCENE - Runaway,109,17,29532,2853214,5deOsjuFTKrNMJW3rKuL8S
38,=,Lim Young Woong - ToTo,7,35,29254,184158,75MOYjGEyyH5U4ZFHOPvxR
39,=,JENNIE - FALLEN ANGEL,19,19,28472,625161,250b0Wlc5Vk0CoUsaCY84M
40,=,JENNIE - Less than a Lover,54,3,28079,2504714,250b0Wlc5Vk0CoUsaCY84M
41,+3,Epik High - Love Love Love,308,5,28001,9583417,5snNHNlYT2UrtZo5HCJkiw
42,-1,YENA - Catch Catch,183,10,27506,6552628,49muoiIu4uea4PO8vueUNN
43,+4,BTS - SWIM,180,1,27209,8703974,3Nrfpe0tUJi4K4DXYWgMUX
44,+5,BOL4 - Please Summer!,54,18,27141,1530901,4k5fFEYgkWYrYvtOK3zVBl
45,-2,Hearts2Hearts - FOCUS,331,6,27023,10256769,1ZLU77nRzQIaP23mVSYpCQ
46,-4,ENHYPEN - Bloody Paradise,26,18,26963,816150,5t5FqBwTcgKTaWmfEbwQY9
47,-2,fromis_9 - Vitamin ME,57,15,25367,1788630,24nUVBIlCGi4twz4nYxJum
48,+3,Lim Young Woong - Please Be Happy,7,48,25288,161361,75MOYjGEyyH5U4ZFHOPvxR
49,-3,Hearts2Hearts - STYLE,455,8,25237,12772143,1ZLU77nRzQIaP23mVSYpCQ
50,-2,Jin - Don’t Say You Love Me,488,1,25058,24990932,5vV3bFXnN6D6N3Nj4xRvaV
