pos,change,title,days,peak,streams,total,artistIds
1,+1,Jung Kook - Seven (w/ Latto ),1153,1,76653,72263876,6HaGTQPmzraVmaVxvz6EUc;3MdXrJWsbVzdn6fe5JYkSQ
2,-1,BIG Naughty - Nostalgia,9,1,73871,634902,7cEaNXXTHx3LokbjUUyHal
3,=,CORTIS - REDRED,142,1,70529,13922100,1ebt9HnXdyYA6KgLXr1n4P
4,=,RESCENE - LOVE ATTACK,111,2,67973,7057913,5deOsjuFTKrNMJW3rKuL8S
5,=,Jimin - Who,782,1,60165,104995480,1oSPZhvZMIrWW5I41kPkkY
6,=,KiiiKiii - Pop Off Pop Off,30,1,51625,1800482,63sat2XSMKdwKfqspmYQKP
7,=,RESCENE - Pretty Girl,63,3,50775,3707669,5deOsjuFTKrNMJW3rKuL8S
8,=,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),1757,3,50456,12214729,246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX
9,=,aespa - LEMONADE,103,2,50424,7068408,6YVMFz59CuY7ngCxTxjpxE
10,+2,RESCENE - Deja Vu,100,8,49269,3472000,5deOsjuFTKrNMJW3rKuL8S
11,-1,ATEEZ - BAD,71,7,49245,3182320,68KmkJeZGfwe1OUaivBa2L
12,-1,BIGBANG - BiiiG,21,1,47205,1375258,4Kxlr1PRlDKEB0ekOCyHgX
13,=,Redoor - Forever Has Always Been,479,13,46202,10381409,5xhi1KB7WkPiTYb5Fm3YvS
14,=,HANRORO - 0+0,356,1,43123,17284941,5wVJpXzuKV6Xj7Yhsf2uYx
15,=,ILLIT - It's Me,132,2,42920,8465308,36cgvBn0aadzOijnjjwqMN
16,+1,HANRORO - Landing in Love,421,1,41959,18475896,5wVJpXzuKV6Xj7Yhsf2uYx
17,-1,Hearts2Hearts - RUDE!,201,1,40729,11481819,1ZLU77nRzQIaP23mVSYpCQ
18,+3,I.O.I - Suddenly,112,4,38047,5702079,6RKnXXyprPjhBdCvL802Ku
19,+4,Nerd Connection - If I have you only (My love X Nerd Connection),1028,13,37780,13915017,5WKUZJPvN1SScyggtPFShK
