pos,change,title,days,peak,streams,total,artistIds
1,NEW,IU - Dear my crazy soulmate,,,2043749,,
2,=,SOYEON - 퇴사할게여,,,1729656,,
3,=,ATEEZ - BAD,,,945278,,
4,-3,Lim Young Woong - 또또,,,889391,,
5,-1,RESCENE - LOVE ATTACK,,,823593,,
6,-1,aespa - LEMONADE,,,724995,,
7,-1,CORTIS - REDRED,,,712335,,
8,-1,RESCENE - Pretty Girl,,,688052,,
9,-1,BIGBANG - BiiiG,,,627405,,
10,=,RESCENE - Deja Vu,,,579665,,
11,NEW,IU - Unknown Planet,,,560536,,
12,-3,D.O. - Guitarist,,,544072,,
13,-1,ILLIT - It's Me,,,537928,,
14,-3,Hearts2Hearts - RUDE!,,,530165,,
15,-1,meomuru - 꿈꾸던 어른이 되었나요?,,,499620,,
16,-3,I.O.I - 갑자기,,,486098,,
17,=,HWASA - Good Goodbye,,,445572,,
18,-2,WOODZ - Drowning,,,435383,,
19,-4,KiiiKiii - Pop Off Pop Off,,,428468,,
20,NEW,Hearts2Hearts - Moonride,,,421495,,
