pos,change,title,days,peak,streams,total,artistIds
1,+1,CORTIS - REDRED,146,1,74503,14199757,1ebt9HnXdyYA6KgLXr1n4P
2,-1,Jung Kook - Seven (w/ Latto ),1157,1,73720,72536514,6HaGTQPmzraVmaVxvz6EUc;3MdXrJWsbVzdn6fe5JYkSQ
3,=,RESCENE - LOVE ATTACK,115,2,70552,7324483,5deOsjuFTKrNMJW3rKuL8S
4,=,BIG Naughty - Nostalgia,13,1,67540,894409,7cEaNXXTHx3LokbjUUyHal
5,+6,RESCENE - Pretty Girl,67,3,54413,3908692,5deOsjuFTKrNMJW3rKuL8S
6,+3,Redoor - Forever Has Always Been,483,6,52412,10579636,5xhi1KB7WkPiTYb5Fm3YvS
7,+5,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),1761,3,51703,12411611,246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX
8,=,aespa - LEMONADE,107,2,51100,7270841,6YVMFz59CuY7ngCxTxjpxE
9,-2,Jimin - Who,786,1,50654,105213551,1oSPZhvZMIrWW5I41kPkkY
10,=,HANRORO - 0+0,360,1,50595,17478975,5wVJpXzuKV6Xj7Yhsf2uYx
11,+5,RESCENE - Deja Vu,104,8,49869,3661236,5deOsjuFTKrNMJW3rKuL8S
12,+2,ATEEZ - BAD,75,7,49161,3371135,68KmkJeZGfwe1OUaivBa2L
13,=,HANRORO - Landing in Love,425,1,47568,18659648,5wVJpXzuKV6Xj7Yhsf2uYx
14,+1,KiiiKiii - Pop Off Pop Off,34,1,46132,1988947,63sat2XSMKdwKfqspmYQKP
15,-9,IU - Dear my crazy soulmate,3,6,42977,129895,3HqSLMAZ3g3d5poNaI7GOU
16,+3,ILLIT - It's Me,136,2,42893,8628372,36cgvBn0aadzOijnjjwqMN
17,+1,Hearts2Hearts - RUDE!,205,1,42699,11646638,1ZLU77nRzQIaP23mVSYpCQ
