pos,change,title,days,peak,streams,total,artistIds
1,=,ATEEZ - BAD,,,935445,,
2,=,RESCENE - LOVE ATTACK,,,934608,,
3,=,aespa - LEMONADE,,,882817,,
4,=,CORTIS - REDRED,,,846102,,
5,+1,RESCENE - Pretty Girl,,,727936,,
6,+1,ILLIT - It's Me,,,635368,,
7,+2,RESCENE - Deja Vu,,,625274,,
8,=,Hearts2Hearts - RUDE!,,,609199,,
9,-4,KiiiKiii - Pop Off Pop Off,,,598991,,
10,=,I.O.I - 갑자기,,,588091,,
11,+1,JENNIE - Less than a Lover,,,513530,,
12,+1,TAEYEON - Bansanka,,,501013,,
13,+2,OFFICIAL HIGE DANDISM - Pretender,,,439520,,
14,-3,BABYMONSTER - MOON,,,428295,,
15,+3,HWASA - Good Goodbye,,,425535,,
16,=,FIFTY FIFTY - Genie Magic,,,424861,,
17,NEW,Choi Yu Ree - 생각을 멈추다 보면,,,424360,,
18,-4,Red Velvet - Surfin' Boy,,,423105,,
19,-2,WOODZ - Drowning,,,421659,,
20,=,HANRORO - 사랑하게 될 거야,,,411362,,
