pos,change,title,days,peak,streams,total,artistIds
1,=,CORTIS - REDRED,114,1,83673,11786050,1ebt9HnXdyYA6KgLXr1n4P
2,=,RESCENE - LOVE ATTACK,83,2,79936,5087417,5deOsjuFTKrNMJW3rKuL8S
3,=,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),1729,3,75258,10539266,246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX
4,=,aespa - LEMONADE,75,2,61108,5573215,6YVMFz59CuY7ngCxTxjpxE
5,=,RESCENE - Pretty Girl,35,3,59906,2171421,5deOsjuFTKrNMJW3rKuL8S
6,=,Jimin - Who,754,1,57406,103392708,1oSPZhvZMIrWW5I41kPkkY
7,=,JENNIE - Less than a Lover,19,3,53445,1221195,250b0Wlc5Vk0CoUsaCY84M
8,=,RESCENE - Deja Vu,72,8,52644,2128271,5deOsjuFTKrNMJW3rKuL8S
9,+21,KiiiKiii - Pop Off Pop Off,2,9,52526,82362,63sat2XSMKdwKfqspmYQKP
10,-1,ILLIT - It's Me,104,2,51813,7181137,36cgvBn0aadzOijnjjwqMN
11,=,ATEEZ - BAD,43,7,48969,1805077,68KmkJeZGfwe1OUaivBa2L
12,-2,Hearts2Hearts - Lemon Tang,51,2,48848,2814220,1ZLU77nRzQIaP23mVSYpCQ
13,+1,HANRORO - 0+0,328,1,47423,16057658,5wVJpXzuKV6Xj7Yhsf2uYx
14,-1,I.O.I - Suddenly,84,4,45196,4598697,6RKnXXyprPjhBdCvL802Ku
15,+1,HANRORO - Landing in Love,393,1,44699,17319257,5wVJpXzuKV6Xj7Yhsf2uYx
16,-4,Red Velvet - Surfin' Boy,9,12,44372,372640,1z4g3DjTBBZKhvAroFlhOM
17,-2,Hearts2Hearts - RUDE!,173,1,43867,10390651,1ZLU77nRzQIaP23mVSYpCQ
18,=,KiiiKiii - 404 (New Era),198,1,37777,9427921,63sat2XSMKdwKfqspmYQKP
19,-2,fromis_9 - Vitamin ME,22,15,37739,788135,24nUVBIlCGi4twz4nYxJum
20,-1,HANRORO - Let Me Love My Youth,396,6,37317,10974294,5wVJpXzuKV6Xj7Yhsf2uYx
21,+3,WOODZ - Drowning,679,7,34784,15509025,6y9nlaoynxSvoTGY09Vdcy
22,-1,Nerd Connection - If I have you only (My love X Nerd Connection),1000,15,34666,12850466,5WKUZJPvN1SScyggtPFShK
23,=,Jung Kook - Seven (w/ Latto ),1125,1,34436,70944318,6HaGTQPmzraVmaVxvz6EUc;3MdXrJWsbVzdn6fe5JYkSQ
24,-4,Jin - Don’t Say You Love Me,453,1,34156,23925547,5vV3bFXnN6D6N3Nj4xRvaV
25,-3,YENA - Catch Catch,148,10,33806,5491718,49muoiIu4uea4PO8vueUNN
26,-1,BOL4 - Please Summer!,19,18,33218,465223,4k5fFEYgkWYrYvtOK3zVBl
27,=,Redoor - Forever Has Always Been,451,17,33204,9312883,5xhi1KB7WkPiTYb5Fm3YvS
28,-2,OFFICIAL HIGE DANDISM - Pretender,779,19,32888,12313262,5Vo1hnCRmCM6M4thZCInCj
29,=,"Woo - We Are (w/ Loco , GRAY )",602,15,31256,7618592,5a8EJtOEbUJDF4RX3mKK02;2e4G04F77jxVuDYo44TCSm;3kPEBSt7qgVoRZSbIXMr7W
30,+8,TAEYEON - Bansanka,44,10,30864,1536594,3qNVuliS40BLgXGxhdBdqu
31,+1,JANNABI - for lovers who hesitate,1814,26,30682,11121427,2SY6OktZyMLdOnscX3DCyS
32,-1,BTS - SWIM,145,1,30540,7745901,3Nrfpe0tUJi4K4DXYWgMUX
33,-5,NMIXX - Heavy Serenade,93,3,30085,4191381,28ot3wh4oNmoFOdVajibBl
34,-1,RESCENE - Runaway,74,17,29004,1825140,5deOsjuFTKrNMJW3rKuL8S
35,+1,Hearts2Hearts - STYLE,420,8,28809,11901462,1ZLU77nRzQIaP23mVSYpCQ
36,+1,AKMU - Paradise of Rumors,127,1,28683,5804672,6OwKE9Ez6ALxpTaKcT5ayv
37,-2,데이먼스 이어 Damons year - yours,1384,6,27981,19134756,2T5KKZuEEudb7alCJ1pCus
38,+2,Epik High - Love Love Love,273,5,27683,8592672,5snNHNlYT2UrtZo5HCJkiw
39,=,VINXEN - FLYING HIGH WITH U,177,21,27483,4024766,4T6xiCykTP9rCNaEPU7D4q
40,+2,Hearts2Hearts - FOCUS,296,6,27232,9362912,1ZLU77nRzQIaP23mVSYpCQ
41,+3,ILLIT - Magnetic,870,1,27003,20743514,36cgvBn0aadzOijnjjwqMN
42,-1,Ariana Grande - hate that i made you love me,74,15,26711,2205884,66CXWjxzNUsdJxJ2JdwvnR
43,=,Nerd Connection - ‎Good Night Good Dream,785,28,26328,8280891,5WKUZJPvN1SScyggtPFShK
44,-10,tuki. - 晩餐歌,790,30,26321,8518908,1Y5vJqABeI6QI6R95EDV6o
45,+3,CORTIS - GO!,316,6,25396,7630369,1ebt9HnXdyYA6KgLXr1n4P
46,+1,"NOWIMYOUNG - KISS KISS KISS (Feat. SUNWOO (THE BOYZ)) (Prod. by Hukky Shibaseki) (w/ Royal 44 , SUNWOO )",145,2,25088,6369339,66LxteaHD7NvxCnkQoyw2G;6I5eyZiVUpuPwE8mTXp7hC;27Uaxd3EmAW0Hl3Atpf74q
47,-2,Lim Young Woong - Eternal Moment,348,16,25006,7930513,75MOYjGEyyH5U4ZFHOPvxR
48,-2,LEE CHANHYUK - Endangered Love,383,11,24928,9561226,4RkTSLr5Qf79FfUkeaDKbl
49,+1,Justin Bieber - Beauty And A Beat (w/ Nicki Minaj ),121,14,24252,3388324,1uNFoZAHBGtllmzznpCI3s;0hCNtLu0JehylgoiP8L4Gh
50,+48,KiiiKiii - Candy Pink Magic Hole Flip Phone,2,50,24029,39395,63sat2XSMKdwKfqspmYQKP
51,-2,CORTIS - ACAI,100,32,23895,2345347,1ebt9HnXdyYA6KgLXr1n4P
52,-1,NewJeans - Hype Boy,1472,1,22985,24899564,6HvZYsbFfjnjFrWF950C9d
53,-1,The Black Skirts - Ling Ling,279,52,21601,3838696,6WeDO4GynFmK4OxwkBzMW8
54,-1,KATSEYE - Animal,18,43,21147,366470,3c0gDdb9lhnHGFtP4prQpn
55,+93,KiiiKiii - SWEET SOUR,2,55,20551,34002,63sat2XSMKdwKfqspmYQKP
56,+5,PSY - What Would Have Been? (Feat. Lena Park) (w/ Lena Park ),470,49,20425,5878665,2dd5mrQZvg6SmahdgVKDzh;7MNyflLAWpaH0EPw1fdORD
57,-3,Dominic Fike - Babydoll,147,51,20364,2443448,6USv9qhCn6zfxlBQIYJ9qs
58,-1,RESCENE - Pinball,38,50,20200,675463,5deOsjuFTKrNMJW3rKuL8S
59,-3,Steve Lacy - oh yeah?,8,56,19778,134847,57vWImR43h4CaDao012Ofp
60,=,ILLIT - NOT CUTE ANYMORE,261,2,19700,7372734,36cgvBn0aadzOijnjjwqMN
61,-3,Sung Si Kyung - Every moment of you,277,41,19433,4141538,7jFUYMpMUBDL4JQtMZ5ilc
62,+3,Lady Gaga - Die With A Smile (w/ Bruno Mars ),726,5,19339,14140752,1HY2Jd0NmPuamShAr6KMms;0du5cEVh5yTK9QJze8zA0C
63,-8,Kim Na Young - A Letter For You,94,53,18967,1643791,4dvmLXorXADxVq8EcySEWk
64,-5,HANRORO - Zankokuna Tenshino Teeze (Korean Ver.),13,45,18847,253958,5wVJpXzuKV6Xj7Yhsf2uYx
65,-1,NMIXX - Blue Valentine,303,3,18816,8875840,28ot3wh4oNmoFOdVajibBl
66,-3,aespa - Whiplash,660,3,18521,18017088,6YVMFz59CuY7ngCxTxjpxE
67,+1,Yerin Baek - Antifreeze,670,5,18481,6955243,6dhfy4ByARPJdPtMyrUYJK
68,+3,Jimin - Be Mine,734,2,18270,28397770,1oSPZhvZMIrWW5I41kPkkY
