pos,change,title,days,peak,streams,total,artistIds
1,+3,ATEEZ - BAD,,,852399,,
2,-1,RESCENE - LOVE ATTACK,,,843416,,
3,=,aespa - LEMONADE,,,821665,,
4,-2,CORTIS - REDRED,,,816031,,
5,=,RESCENE - Pretty Girl,,,709902,,
6,=,ILLIT - It's Me,,,675170,,
7,=,BABYMONSTER - MOON,,,671628,,
8,+1,Hearts2Hearts - RUDE!,,,575276,,
9,-1,I.O.I - 갑자기,,,561019,,
10,=,RESCENE - Deja Vu,,,523416,,
11,=,FIFTY FIFTY - Genie Magic,,,490628,,
12,=,JENNIE - Less than a Lover,,,472244,,
13,+5,Red Velvet - Surfin' Boy,,,444849,,
14,-1,TAEYEON - Bansanka,,,425261,,
15,-1,YENA - 캐치 캐치,,,408778,,
16,=,WOODZ - Drowning,,,395207,,
17,-2,HWASA - Good Goodbye,,,394922,,
18,-1,OFFICIAL HIGE DANDISM - Pretender,,,386128,,
19,+1,HANRORO - 사랑하게 될 거야,,,363322,,
20,-1,fromis_9 - Vitamin ME,,,353563,,
