pos,change,title,days,peak,streams,total,artistIds
1,=,Jung Kook - Seven (w/ Latto ),1161,1,73666,72834215,6HaGTQPmzraVmaVxvz6EUc;3MdXrJWsbVzdn6fe5JYkSQ
2,+1,CORTIS - REDRED,150,1,66474,14473090,1ebt9HnXdyYA6KgLXr1n4P
3,-1,RESCENE - LOVE ATTACK,119,2,66306,7597609,5deOsjuFTKrNMJW3rKuL8S
4,=,BIG Naughty - Nostalgia,17,1,65613,1162055,7cEaNXXTHx3LokbjUUyHal
5,=,Jimin - Who,790,1,60076,105440664,1oSPZhvZMIrWW5I41kPkkY
6,+5,IU - Dear my crazy soulmate,7,6,52579,318613,3HqSLMAZ3g3d5poNaI7GOU
7,+1,SOYEON - I’m gonna TOESA,8,7,52086,262090,6Xg22wJOAcnvPUfk5WvODH
8,-1,Redoor - Forever Has Always Been,487,6,51885,10789071,5xhi1KB7WkPiTYb5Fm3YvS
9,=,RESCENE - Deja Vu,108,8,51533,3861921,5deOsjuFTKrNMJW3rKuL8S
10,=,RESCENE - Pretty Girl,71,3,49586,4111542,5deOsjuFTKrNMJW3rKuL8S
11,+2,ATEEZ - BAD,79,7,48667,3560877,68KmkJeZGfwe1OUaivBa2L
12,+2,HANRORO - 0+0,364,1,48278,17665409,5wVJpXzuKV6Xj7Yhsf2uYx
13,-7,aespa - LEMONADE,111,2,47505,7468335,6YVMFz59CuY7ngCxTxjpxE
14,+1,KiiiKiii - Pop Off Pop Off,38,1,46045,2174896,63sat2XSMKdwKfqspmYQKP
15,-3,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),1765,3,45299,12603520,246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX
16,+4,IU - Unknown Planet,7,5,44228,289409,3HqSLMAZ3g3d5poNaI7GOU
17,-1,HANRORO - Landing in Love,429,1,42753,18838001,5wVJpXzuKV6Xj7Yhsf2uYx
18,-1,Nerd Connection - If I have you only (My love X Nerd Connection),1036,13,41680,14235498,5WKUZJPvN1SScyggtPFShK
19,-1,Hearts2Hearts - RUDE!,209,1,40406,11810664,1ZLU77nRzQIaP23mVSYpCQ
20,+1,ILLIT - It's Me,140,2,39185,8788345,36cgvBn0aadzOijnjjwqMN
21,-2,BIGBANG - BiiiG,29,1,37705,1706076,4Kxlr1PRlDKEB0ekOCyHgX
22,+1,HANRORO - Let Me Love My Youth,432,6,37643,12282909,5wVJpXzuKV6Xj7Yhsf2uYx
23,+1,I.O.I - Suddenly,120,4,37211,5987795,6RKnXXyprPjhBdCvL802Ku
24,-2,Hearts2Hearts - Lemon Tang,87,2,36832,4270371,1ZLU77nRzQIaP23mVSYpCQ
25,+3,WOODZ - Drowning,715,7,35278,16759069,6y9nlaoynxSvoTGY09Vdcy
26,-1,TUIDE - SUN KISS,24,14,34428,805553,2uxeKIw5ancTu92x28Ctkf
27,=,KiiiKiii - 404 (New Era),234,1,33788,10629975,63sat2XSMKdwKfqspmYQKP
28,-2,Girls' Generation-HRS - Skibidi,15,26,32696,391045,1wlgozUz29VEBQxMDqQFK1
29,+3,JANNABI - for lovers who hesitate,1850,23,32443,12241247,2SY6OktZyMLdOnscX3DCyS
30,=,Nerd Connection - ‎Good Night Good Dream,821,26,31922,9309730,5WKUZJPvN1SScyggtPFShK
31,-2,"Woo - We Are (w/ Loco , GRAY )",638,15,31483,8691501,5a8EJtOEbUJDF4RX3mKK02;2e4G04F77jxVuDYo44TCSm;3kPEBSt7qgVoRZSbIXMr7W
32,+1,데이먼스 이어 Damons year - yours,1420,6,31299,20172422,2T5KKZuEEudb7alCJ1pCus
33,-2,The Black Skirts - Ling Ling,315,28,31089,4791974,6WeDO4GynFmK4OxwkBzMW8
34,+3,RESCENE - Runaway,110,17,30580,2883794,5deOsjuFTKrNMJW3rKuL8S
35,=,D.O. - Guitarist,8,31,30134,190046,2CQZr2RPZmrcvDnaod1ldC
36,-2,OFFICIAL HIGE DANDISM - Pretender,815,19,30092,13401575,5Vo1hnCRmCM6M4thZCInCj
37,+1,Lim Young Woong - ToTo,8,35,29759,213917,75MOYjGEyyH5U4ZFHOPvxR
38,-2,TAEYEON - Bansanka,80,10,29736,2554443,3qNVuliS40BLgXGxhdBdqu
39,+6,Hearts2Hearts - FOCUS,332,6,29647,10286416,1ZLU77nRzQIaP23mVSYpCQ
40,+1,Epik High - Love Love Love,309,5,29464,9612881,5snNHNlYT2UrtZo5HCJkiw
41,+1,YENA - Catch Catch,184,10,28919,6581547,49muoiIu4uea4PO8vueUNN
42,-2,JENNIE - Less than a Lover,55,3,28078,2532792,250b0Wlc5Vk0CoUsaCY84M
43,+3,ENHYPEN - Bloody Paradise,27,18,27915,844065,5t5FqBwTcgKTaWmfEbwQY9
44,-1,BTS - SWIM,181,1,27416,8731390,3Nrfpe0tUJi4K4DXYWgMUX
45,+2,fromis_9 - Vitamin ME,58,15,27142,1815772,24nUVBIlCGi4twz4nYxJum
46,-2,BOL4 - Please Summer!,55,18,26202,1557103,4k5fFEYgkWYrYvtOK3zVBl
47,-8,JENNIE - FALLEN ANGEL,20,19,26090,651251,250b0Wlc5Vk0CoUsaCY84M
48,+16,Hearts2Hearts - Moonride,7,48,25942,135534,1ZLU77nRzQIaP23mVSYpCQ
49,=,Hearts2Hearts - STYLE,456,8,25628,12797771,1ZLU77nRzQIaP23mVSYpCQ
50,=,Jin - Don’t Say You Love Me,489,1,25218,25016150,5vV3bFXnN6D6N3Nj4xRvaV
51,+6,LE SSERAFIM - Made My Night,4,51,25098,84663,4SpbR6yFEvexJuaBpgAU5p
52,-4,Lim Young Woong - Please Be Happy,8,48,24707,186068,75MOYjGEyyH5U4ZFHOPvxR
53,-2,LEE CHANHYUK - Endangered Love,419,11,24682,10441317,4RkTSLr5Qf79FfUkeaDKbl
54,-1,Lim Young Woong - Moise,8,51,24231,181191,75MOYjGEyyH5U4ZFHOPvxR
55,=,Lim Young Woong - Baila,8,55,23311,172885,75MOYjGEyyH5U4ZFHOPvxR
56,+3,RESCENE - Pinball,74,50,23248,1395553,5deOsjuFTKrNMJW3rKuL8S
57,-5,NMIXX - Heavy Serenade,129,3,23217,5133259,28ot3wh4oNmoFOdVajibBl
58,-2,Lim Young Woong - For Us,8,54,23146,172593,75MOYjGEyyH5U4ZFHOPvxR
59,+1,Lady Gaga - Die With A Smile (w/ Bruno Mars ),762,5,22546,14837826,1HY2Jd0NmPuamShAr6KMms;0du5cEVh5yTK9QJze8zA0C
60,+3,Hearts2Hearts - ICONIC HEART,36,19,22383,983274,1ZLU77nRzQIaP23mVSYpCQ
61,=,Lim Young Woong - New York,8,61,22147,163928,75MOYjGEyyH5U4ZFHOPvxR
62,-8,Lim Young Woong - Eternal Moment,384,16,22112,8834175,75MOYjGEyyH5U4ZFHOPvxR
63,-1,BIG Naughty - Vancouver,1238,33,22008,9117692,7cEaNXXTHx3LokbjUUyHal
64,+21,george - Boat,566,49,21662,5514346,2pRZp2WxvnWWiSPcSSYkNV
65,-7,BESTie - Love Options,16,58,21540,279970,1HiZjIv6iLp9cs5vX0AJKo
