pos,change,title,days,peak,streams,total,artistIds
1,=,CORTIS - REDRED,91,1,102722,9763268,1ebt9HnXdyYA6KgLXr1n4P
2,=,RESCENE - LOVE ATTACK,60,2,79130,3302558,5deOsjuFTKrNMJW3rKuL8S
3,=,RESCENE - Pretty Girl,12,3,69476,649955,5deOsjuFTKrNMJW3rKuL8S
4,=,ILLIT - It's Me,81,2,62535,5882578,36cgvBn0aadzOijnjjwqMN
5,=,aespa - LEMONADE,52,2,60974,4191522,6YVMFz59CuY7ngCxTxjpxE
6,+1,Hearts2Hearts - Lemon Tang,28,2,56221,1665670,1ZLU77nRzQIaP23mVSYpCQ
7,-1,Jimin - Who,731,1,53623,102126168,1oSPZhvZMIrWW5I41kPkkY
8,=,HANRORO - Landing in Love,370,1,50161,16258745,5wVJpXzuKV6Xj7Yhsf2uYx
9,=,HANRORO - 0+0,305,1,49294,14944256,5wVJpXzuKV6Xj7Yhsf2uYx
10,=,I.O.I - Suddenly,61,4,48924,3524305,6RKnXXyprPjhBdCvL802Ku
11,=,Hearts2Hearts - RUDE!,150,1,46287,9342605,1ZLU77nRzQIaP23mVSYpCQ
12,=,ATEEZ - BAD,20,11,45553,695074,68KmkJeZGfwe1OUaivBa2L
13,=,RESCENE - Deja Vu,49,13,43983,1054113,5deOsjuFTKrNMJW3rKuL8S
14,=,HANRORO - Let Me Love My Youth,373,6,39737,10127763,5wVJpXzuKV6Xj7Yhsf2uYx
15,+7,"HEEDAE - 112 (w/ C JAMM , BlackNut )",2,15,39115,71546,6J4oB6UcxVwsI6jmjmeMGA;2ZT3bnHPOdErwCLdP5aHqR;0T8sqjCB5w57zxvW5lp3qJ
16,-1,Nerd Connection - If I have you only (My love X Nerd Connection),977,15,37750,12045329,5WKUZJPvN1SScyggtPFShK
17,+1,WOODZ - Drowning,656,7,37335,14685199,6y9nlaoynxSvoTGY09Vdcy
18,+3,"HEEDAE - Brainwash (w/ C JAMM , BlackNut )",2,18,37008,69758,6J4oB6UcxVwsI6jmjmeMGA;2ZT3bnHPOdErwCLdP5aHqR;0T8sqjCB5w57zxvW5lp3qJ
19,-3,KiiiKiii - 404 (New Era),175,1,35558,8582788,63sat2XSMKdwKfqspmYQKP
20,-3,TAEYEON - Bansanka,21,10,35354,800440,3qNVuliS40BLgXGxhdBdqu
21,-2,YENA - Catch Catch,125,10,35264,4703329,49muoiIu4uea4PO8vueUNN
22,+2,RESCENE - Runaway,51,17,33010,1134269,5deOsjuFTKrNMJW3rKuL8S
23,+2,NMIXX - Heavy Serenade,70,3,32672,3468553,28ot3wh4oNmoFOdVajibBl
24,-1,Jung Kook - Seven (w/ Latto ),1102,1,32604,70141284,6HaGTQPmzraVmaVxvz6EUc;3MdXrJWsbVzdn6fe5JYkSQ
25,+1,OFFICIAL HIGE DANDISM - Pretender,756,19,32285,11574542,5Vo1hnCRmCM6M4thZCInCj
26,-6,Jin - Don’t Say You Love Me,430,1,31653,23158952,5vV3bFXnN6D6N3Nj4xRvaV
27,+2,BTS - SWIM,122,1,31526,7031033,3Nrfpe0tUJi4K4DXYWgMUX
28,=,Redoor - Forever Has Always Been,428,17,31173,8607627,5xhi1KB7WkPiTYb5Fm3YvS
29,-2,CORTIS - GO!,293,6,30927,7018706,1ebt9HnXdyYA6KgLXr1n4P
30,=,AKMU - Paradise of Rumors,104,1,29845,5148174,6OwKE9Ez6ALxpTaKcT5ayv
31,+1,"Woo - We Are (w/ Loco , GRAY )",579,15,29408,6931844,5a8EJtOEbUJDF4RX3mKK02;2e4G04F77jxVuDYo44TCSm;3kPEBSt7qgVoRZSbIXMr7W
32,-1,Epik High - Love Love Love,250,5,28667,7920825,5snNHNlYT2UrtZo5HCJkiw
33,+3,데이먼스 이어 Damons year - yours,1361,6,28519,18492566,2T5KKZuEEudb7alCJ1pCus
34,=,Hearts2Hearts - STYLE,397,8,28201,11253071,1ZLU77nRzQIaP23mVSYpCQ
35,+2,Nerd Connection - ‎Good Night Good Dream,762,28,27755,7669336,5WKUZJPvN1SScyggtPFShK
36,-1,CORTIS - ACAI,77,32,27738,1768717,1ebt9HnXdyYA6KgLXr1n4P
37,-4,JANNABI - for lovers who hesitate,1791,32,26767,10446869,2SY6OktZyMLdOnscX3DCyS
38,+1,ILLIT - Magnetic,847,1,26335,20132259,36cgvBn0aadzOijnjjwqMN
39,-1,VINXEN - FLYING HIGH WITH U,154,21,26115,3448462,4T6xiCykTP9rCNaEPU7D4q
40,+5,tuki. - 晩餐歌,767,40,26047,7886280,1Y5vJqABeI6QI6R95EDV6o
41,+8,"HEEDAE - Ouch My Pain (w/ C JAMM , BlackNut )",2,41,26008,49440,6J4oB6UcxVwsI6jmjmeMGA;2ZT3bnHPOdErwCLdP5aHqR;0T8sqjCB5w57zxvW5lp3qJ
42,-1,Ariana Grande - hate that i made you love me,52,15,25651,1600521,66CXWjxzNUsdJxJ2JdwvnR
43,-1,CORTIS - FaSHioN,248,12,25439,4431015,1ebt9HnXdyYA6KgLXr1n4P
44,=,CHOIJUNSEONG (Jun S) - L[ ]VE,52,16,25047,1447761,2RPo7pzzve2r1LufIxrPeR
45,+10,"HEEDAE - Licking the Sky (w/ C JAMM , BlackNut )",2,45,24905,45668,6J4oB6UcxVwsI6jmjmeMGA;2ZT3bnHPOdErwCLdP5aHqR;0T8sqjCB5w57zxvW5lp3qJ
46,-3,hamo - 아크라포빅 (Akrapovic),156,4,24903,5608285,7bQHemX2QBqGaERdrfraNW
47,-7,"NOWIMYOUNG - KISS KISS KISS (Feat. SUNWOO (THE BOYZ)) (Prod. by Hukky Shibaseki) (w/ Royal 44 , SUNWOO )",122,2,24888,5800709,66LxteaHD7NvxCnkQoyw2G;6I5eyZiVUpuPwE8mTXp7hC;27Uaxd3EmAW0Hl3Atpf74q
48,-2,Justin Bieber - Beauty And A Beat (w/ Nicki Minaj ),98,14,24823,2824730,1uNFoZAHBGtllmzznpCI3s;0hCNtLu0JehylgoiP8L4Gh
49,+1,LEE CHANHYUK - Endangered Love,360,11,24662,8999176,4RkTSLr5Qf79FfUkeaDKbl
