pos,change,title,days,peak,streams,total,artistIds
1,=,ATEEZ - BAD,,,930323,,
2,=,RESCENE - LOVE ATTACK,,,929612,,
3,=,aespa - LEMONADE,,,872794,,
4,=,CORTIS - REDRED,,,846968,,
5,=,RESCENE - Pretty Girl,,,732932,,
6,=,ILLIT - It's Me,,,632295,,
7,=,RESCENE - Deja Vu,,,631504,,
8,=,Hearts2Hearts - RUDE!,,,597143,,
9,+1,I.O.I - 갑자기,,,583517,,
10,-1,KiiiKiii - Pop Off Pop Off,,,526548,,
11,+1,TAEYEON - Bansanka,,,491135,,
12,NEW,Dr. Lee - REDRED,,,464741,,
13,-2,JENNIE - Less than a Lover,,,457205,,
14,-1,OFFICIAL HIGE DANDISM - Pretender,,,433317,,
15,+2,Choi Yu Ree - 생각을 멈추다 보면,,,429465,,
16,-1,HWASA - Good Goodbye,,,427424,,
17,+2,WOODZ - Drowning,,,420461,,
18,=,Red Velvet - Surfin' Boy,,,410132,,
19,NEW,YENA - 캐치 캐치,,,409634,,
20,=,HANRORO - 사랑하게 될 거야,,,407820,,
