pos,change,title,days,peak,streams,total,artistIds
1,=,CORTIS - REDRED,110,1,82177,11461218,1ebt9HnXdyYA6KgLXr1n4P
2,=,RESCENE - LOVE ATTACK,79,2,72069,4785079,5deOsjuFTKrNMJW3rKuL8S
3,+1,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),1725,3,60799,10255739,246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX
4,+1,aespa - LEMONADE,71,2,58293,5334981,6YVMFz59CuY7ngCxTxjpxE
5,-2,JENNIE - Less than a Lover,15,3,56341,1011368,250b0Wlc5Vk0CoUsaCY84M
6,=,RESCENE - Pretty Girl,31,3,55709,1940659,5deOsjuFTKrNMJW3rKuL8S
7,=,Jimin - Who,750,1,52503,103177042,1oSPZhvZMIrWW5I41kPkkY
8,=,ILLIT - It's Me,100,2,51575,6976803,36cgvBn0aadzOijnjjwqMN
9,=,Hearts2Hearts - Lemon Tang,47,2,49895,2621859,1ZLU77nRzQIaP23mVSYpCQ
10,+1,ATEEZ - BAD,39,7,47222,1617504,68KmkJeZGfwe1OUaivBa2L
11,+2,I.O.I - Suddenly,80,4,46555,4418622,6RKnXXyprPjhBdCvL802Ku
12,+4,Red Velvet - Surfin' Boy,5,12,45247,198435,1z4g3DjTBBZKhvAroFlhOM
13,-1,RESCENE - Deja Vu,68,10,44338,1931845,5deOsjuFTKrNMJW3rKuL8S
14,+1,HANRORO - Landing in Love,389,1,43676,17146483,5wVJpXzuKV6Xj7Yhsf2uYx
15,-1,Hearts2Hearts - RUDE!,169,1,43599,10217835,1ZLU77nRzQIaP23mVSYpCQ
16,-6,HANRORO - 0+0,324,1,43459,15874130,5wVJpXzuKV6Xj7Yhsf2uYx
17,=,fromis_9 - Vitamin ME,18,15,40377,636876,24nUVBIlCGi4twz4nYxJum
18,+1,HANRORO - Let Me Love My Youth,392,6,37084,10831540,5wVJpXzuKV6Xj7Yhsf2uYx
19,-1,KiiiKiii - 404 (New Era),194,1,36799,9282146,63sat2XSMKdwKfqspmYQKP
20,=,YENA - Catch Catch,144,10,34318,5355188,49muoiIu4uea4PO8vueUNN
21,=,WOODZ - Drowning,675,7,34091,15375842,6y9nlaoynxSvoTGY09Vdcy
22,=,Jung Kook - Seven (w/ Latto ),1121,1,33938,70812838,6HaGTQPmzraVmaVxvz6EUc;3MdXrJWsbVzdn6fe5JYkSQ
23,+7,BOL4 - Please Summer!,15,23,33738,327124,4k5fFEYgkWYrYvtOK3zVBl
24,+3,OFFICIAL HIGE DANDISM - Pretender,775,19,32121,12185206,5Vo1hnCRmCM6M4thZCInCj
25,+1,"Woo - We Are (w/ Loco , GRAY )",598,15,31501,7497281,5a8EJtOEbUJDF4RX3mKK02;2e4G04F77jxVuDYo44TCSm;3kPEBSt7qgVoRZSbIXMr7W
26,-2,Jin - Don’t Say You Love Me,449,1,31285,23791928,5vV3bFXnN6D6N3Nj4xRvaV
27,-4,Nerd Connection - If I have you only (My love X Nerd Connection),996,15,31163,12716267,5WKUZJPvN1SScyggtPFShK
28,-3,NMIXX - Heavy Serenade,89,3,30286,4072258,28ot3wh4oNmoFOdVajibBl
29,-1,Redoor - Forever Has Always Been,447,17,29311,9187424,5xhi1KB7WkPiTYb5Fm3YvS
30,+7,tuki. - 晩餐歌,786,30,28844,8412384,1Y5vJqABeI6QI6R95EDV6o
31,+4,JANNABI - for lovers who hesitate,1810,26,28765,11006183,2SY6OktZyMLdOnscX3DCyS
32,=,BTS - SWIM,141,1,28403,7630867,3Nrfpe0tUJi4K4DXYWgMUX
33,+1,Hearts2Hearts - STYLE,416,8,28255,11791658,1ZLU77nRzQIaP23mVSYpCQ
34,-5,TAEYEON - Bansanka,40,10,28220,1426930,3qNVuliS40BLgXGxhdBdqu
35,-4,Epik High - Love Love Love,269,5,28135,8483904,5snNHNlYT2UrtZo5HCJkiw
36,=,RESCENE - Runaway,70,17,27710,1717049,5deOsjuFTKrNMJW3rKuL8S
37,+2,Hearts2Hearts - FOCUS,292,6,27227,9259965,1ZLU77nRzQIaP23mVSYpCQ
38,-5,AKMU - Paradise of Rumors,123,1,26730,5693550,6OwKE9Ez6ALxpTaKcT5ayv
39,-1,데이먼스 이어 Damons year - yours,1380,6,26696,19027248,2T5KKZuEEudb7alCJ1pCus
40,+1,ILLIT - Magnetic,866,1,26272,20641861,36cgvBn0aadzOijnjjwqMN
41,+5,"NOWIMYOUNG - KISS KISS KISS (Feat. SUNWOO (THE BOYZ)) (Prod. by Hukky Shibaseki) (w/ Royal 44 , SUNWOO )",141,2,25774,6271096,66LxteaHD7NvxCnkQoyw2G;6I5eyZiVUpuPwE8mTXp7hC;27Uaxd3EmAW0Hl3Atpf74q
42,-2,CORTIS - GO!,312,6,25331,7534563,1ebt9HnXdyYA6KgLXr1n4P
43,=,VINXEN - FLYING HIGH WITH U,173,21,24772,3918765,4T6xiCykTP9rCNaEPU7D4q
44,=,CORTIS - ACAI,96,32,24555,2252766,1ebt9HnXdyYA6KgLXr1n4P
45,+3,Lim Young Woong - Eternal Moment,344,16,24514,7830644,75MOYjGEyyH5U4ZFHOPvxR
46,-1,Nerd Connection - ‎Good Night Good Dream,781,28,24492,8181308,5WKUZJPvN1SScyggtPFShK
47,-5,Ariana Grande - hate that i made you love me,70,15,24425,2102606,66CXWjxzNUsdJxJ2JdwvnR
48,-1,LEE CHANHYUK - Endangered Love,379,11,23021,9463720,4RkTSLr5Qf79FfUkeaDKbl
49,=,Justin Bieber - Beauty And A Beat (w/ Nicki Minaj ),117,14,22782,3295823,1uNFoZAHBGtllmzznpCI3s;0hCNtLu0JehylgoiP8L4Gh
50,=,NewJeans - Hype Boy,1468,1,20974,24813935,6HvZYsbFfjnjFrWF950C9d
51,+2,Dominic Fike - Babydoll,143,51,20701,2363923,6USv9qhCn6zfxlBQIYJ9qs
52,-1,PSY - What Would Have Been? (Feat. Lena Park) (w/ Lena Park ),466,49,19904,5801273,2dd5mrQZvg6SmahdgVKDzh;7MNyflLAWpaH0EPw1fdORD
53,+1,hamo - 아크라포빅 (Akrapovic),175,4,19778,6032192,7bQHemX2QBqGaERdrfraNW
54,+1,aespa - Whiplash,656,3,19769,17945134,6YVMFz59CuY7ngCxTxjpxE
55,+4,ILLIT - NOT CUTE ANYMORE,257,2,19375,7298354,36cgvBn0aadzOijnjjwqMN
56,+5,The Black Skirts - Ling Ling,275,53,19362,3758488,6WeDO4GynFmK4OxwkBzMW8
57,-5,KATSEYE - Animal,14,43,19022,287687,3c0gDdb9lhnHGFtP4prQpn
58,+5,RESCENE - Pinball,34,50,18944,602517,5deOsjuFTKrNMJW3rKuL8S
59,-2,CORTIS - FaSHioN,267,12,18762,4851653,1ebt9HnXdyYA6KgLXr1n4P
