pos,change,title,days,peak,streams,total,artistIds
1,=,Jung Kook - Seven (w/ Latto ),1159,1,73047,72686840,6HaGTQPmzraVmaVxvz6EUc;3MdXrJWsbVzdn6fe5JYkSQ
2,+2,BIG Naughty - Nostalgia,15,1,68676,1033129,7cEaNXXTHx3LokbjUUyHal
3,=,RESCENE - LOVE ATTACK,117,2,67450,7462982,5deOsjuFTKrNMJW3rKuL8S
4,-2,CORTIS - REDRED,148,1,67211,14339753,1ebt9HnXdyYA6KgLXr1n4P
5,=,Jimin - Who,788,1,57611,105327488,1oSPZhvZMIrWW5I41kPkkY
6,=,Redoor - Forever Has Always Been,485,6,52242,10686613,5xhi1KB7WkPiTYb5Fm3YvS
7,=,RESCENE - Pretty Girl,69,3,50036,4013081,5deOsjuFTKrNMJW3rKuL8S
8,+2,aespa - LEMONADE,109,2,49355,7369959,6YVMFz59CuY7ngCxTxjpxE
9,=,RESCENE - Deja Vu,106,8,49256,3761399,5deOsjuFTKrNMJW3rKuL8S
10,-2,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),1763,3,46926,12511409,246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX
11,+13,SOYEON - I’m gonna TOESA,6,11,46879,159930,6Xg22wJOAcnvPUfk5WvODH
12,-1,ATEEZ - BAD,77,7,46327,3465619,68KmkJeZGfwe1OUaivBa2L
13,-1,KiiiKiii - Pop Off Pop Off,36,1,46216,2082325,63sat2XSMKdwKfqspmYQKP
14,=,HANRORO - 0+0,362,1,45906,17570596,5wVJpXzuKV6Xj7Yhsf2uYx
15,-2,HANRORO - Landing in Love,427,1,43996,18750184,5wVJpXzuKV6Xj7Yhsf2uYx
16,-1,IU - Dear my crazy soulmate,5,6,43809,217280,3HqSLMAZ3g3d5poNaI7GOU
17,-1,Hearts2Hearts - RUDE!,207,1,40477,11729649,1ZLU77nRzQIaP23mVSYpCQ
18,+2,BIGBANG - BiiiG,27,1,39744,1628239,4Kxlr1PRlDKEB0ekOCyHgX
19,-2,ILLIT - It's Me,138,2,39697,8710360,36cgvBn0aadzOijnjjwqMN
