pos,change,title,days,peak,streams,total,artistIds
1,=,ATEEZ - BAD,,,892312,,
2,=,RESCENE - LOVE ATTACK,,,776915,,
3,=,CORTIS - REDRED,,,753576,,
4,=,aespa - LEMONADE,,,729738,,
5,=,RESCENE - Pretty Girl,,,677191,,
6,=,ILLIT - It's Me,,,631853,,
7,=,RESCENE - Deja Vu,,,523066,,
8,+1,Hearts2Hearts - RUDE!,,,512676,,
9,-1,I.O.I - 갑자기,,,501787,,
10,=,KiiiKiii - Pop Off Pop Off,,,482644,,
11,=,TAEYEON - Bansanka,,,400580,,
12,=,YENA - 캐치 캐치,,,394165,,
13,=,HWASA - Good Goodbye,,,356463,,
14,+1,WOODZ - Drowning,,,353524,,
15,-1,BABYMONSTER - MOON,,,347073,,
16,=,Choi Yu Ree - 생각을 멈추다 보면,,,345891,,
17,=,OFFICIAL HIGE DANDISM - Pretender,,,333571,,
18,NEW,Post Malone - Sunflower,,,330216,,
19,=,JENNIE - Less than a Lover,,,322532,,
20,=,Red Velvet - Surfin' Boy,,,320951,,
