pos,change,title,days,peak,streams,total,artistIds
1,=,SOYEON - 퇴사할게여,,,1559963,,
2,=,ATEEZ - BAD,,,1113500,,
3,=,MEOMURU - 꿈꾸던 어른이 되었나요?,,,1092193,,
4,+1,RESCENE - LOVE ATTACK,,,826305,,
5,+3,IU - Dear my crazy soulmate,,,801327,,
6,-2,CORTIS - REDRED,,,798399,,
7,=,ROSÉ - new trick,,,734880,,
8,-2,RESCENE - Pretty Girl,,,725426,,
9,+1,"LEE CHANGSUB - Four seasons, and you",,,677735,,
10,-1,aespa - LEMONADE,,,656335,,
11,=,RESCENE - Deja Vu,,,628776,,
12,=,IU - Unknown Planet,,,611196,,
13,NEW,Lim Young Woong - Moise,,,581027,,
14,+1,Hearts2Hearts - RUDE!,,,521098,,
15,+4,Lim Young Woong - 또또,,,513970,,
16,=,Girls' Generation - Skibidi,,,506766,,
17,-4,ILLIT - It's Me,,,502568,,
18,-1,I.O.I - 갑자기,,,474540,,
19,NEW,Choi Yu Ree - 생각을 멈추다 보면,,,473651,,
20,NEW,BESTIE - 연애의 조건,,,462842,,
