pos,change,title,days,peak,streams,total,artistIds
1,=,BIGBANG - BiiiG,,,1027265,,
2,=,ATEEZ - BAD,,,1000856,,
3,=,RESCENE - LOVE ATTACK,,,853227,,
4,=,aespa - LEMONADE,,,797838,,
5,=,CORTIS - REDRED,,,724940,,
6,=,RESCENE - Pretty Girl,,,697876,,
7,+12,Unknown Artist - NOSTALGIA - ICN to NTG: BIG NAUGHTY 1st Concert,,,620346,,
8,-1,RESCENE - Deja Vu,,,576467,,
9,+1,ILLIT - It's Me,,,551143,,
10,-1,Hearts2Hearts - RUDE!,,,548271,,
11,+1,I.O.I - 갑자기,,,497597,,
12,-1,LEE SUHYUN - Blue Lagoon (Korean Ver.),,,497158,,
13,-5,JENNIE - FALLEN ANGEL,,,494210,,
14,-1,KiiiKiii - Pop Off Pop Off,,,468616,,
15,=,WOODZ - Drowning,,,419460,,
16,-2,TAEYEON - Bansanka,,,418634,,
17,-1,Choi Yu Ree - 생각을 멈추다 보면,,,374847,,
18,-1,YENA - 캐치 캐치,,,364522,,
19,-1,OFFICIAL HIGE DANDISM - Pretender,,,362329,,
20,=,HWASA - Good Goodbye,,,362227,,
