pos,change,title,days,peak,streams,total,artistIds
1,NEW,LISA - SaWaDiKa,,,1946027,,
2,-1,ATEEZ - BAD,,,1033396,,
3,-1,BIGBANG - BiiiG,,,905070,,
4,-1,RESCENE - LOVE ATTACK,,,896411,,
5,-1,aespa - LEMONADE,,,818205,,
6,-1,CORTIS - REDRED,,,767843,,
7,-1,RESCENE - Pretty Girl,,,752235,,
8,-1,RESCENE - Deja Vu,,,603868,,
9,-1,Hearts2Hearts - RUDE!,,,577077,,
10,-1,ILLIT - It's Me,,,563414,,
11,-1,I.O.I - 갑자기,,,511468,,
12,-1,KiiiKiii - Pop Off Pop Off,,,484041,,
13,+1,WOODZ - Drowning,,,437691,,
14,-2,LEE SUHYUN - Blue Lagoon (Korean Ver.),,,424438,,
15,-2,JENNIE - FALLEN ANGEL,,,421695,,
16,-1,TAEYEON - Bansanka,,,414904,,
17,NEW,Mrs. GREEN APPLE - 青と夏,,,391132,,
18,-1,OFFICIAL HIGE DANDISM - Pretender,,,385648,,
19,-3,HWASA - Good Goodbye,,,375072,,
20,-1,YENA - 캐치 캐치,,,373023,,
