pos,change,title,days,peak,streams,total,artistIds
1,=,LISA - SaWaDiKa,,,4150532,,
2,=,ATEEZ - BAD,,,1108249,,
3,+1,RESCENE - LOVE ATTACK,,,956163,,
4,-1,BIGBANG - BiiiG,,,893792,,
5,=,aespa - LEMONADE,,,872498,,
6,+1,RESCENE - Pretty Girl,,,839406,,
7,-1,CORTIS - REDRED,,,836639,,
8,+2,ILLIT - It's Me,,,641788,,
9,-1,RESCENE - Deja Vu,,,627436,,
10,-1,Hearts2Hearts - RUDE!,,,622006,,
11,+6,Mrs. GREEN APPLE - 青と夏,,,589534,,
12,-1,I.O.I - 갑자기,,,564797,,
13,-1,KiiiKiii - Pop Off Pop Off,,,504451,,
14,-1,WOODZ - Drowning,,,466438,,
15,+1,TAEYEON - Bansanka,,,435266,,
16,+4,YENA - 캐치 캐치,,,428400,,
17,-3,LEE SUHYUN - Blue Lagoon (Korean Ver.),,,427243,,
18,=,OFFICIAL HIGE DANDISM - Pretender,,,416511,,
19,=,HWASA - Good Goodbye,,,410527,,
20,-5,JENNIE - FALLEN ANGEL,,,389005,,
