pos,change,title,days,peak,streams,total,artistIds
1,=,CORTIS - REDRED,133,1,78265,13265086,1ebt9HnXdyYA6KgLXr1n4P
2,=,RESCENE - LOVE ATTACK,102,2,72048,6436198,5deOsjuFTKrNMJW3rKuL8S
3,+1,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),1748,3,62422,11729673,246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX
4,-1,BIGBANG - BiiiG,12,1,60120,902869,4Kxlr1PRlDKEB0ekOCyHgX
5,=,KiiiKiii - Pop Off Pop Off,21,1,57814,1295135,63sat2XSMKdwKfqspmYQKP
6,=,RESCENE - Pretty Girl,54,3,55609,3231175,5deOsjuFTKrNMJW3rKuL8S
7,=,Jimin - Who,773,1,53336,104470692,1oSPZhvZMIrWW5I41kPkkY
8,=,aespa - LEMONADE,94,2,50813,6605058,6YVMFz59CuY7ngCxTxjpxE
9,=,ATEEZ - BAD,62,7,50614,2733084,68KmkJeZGfwe1OUaivBa2L
10,+1,RESCENE - Deja Vu,91,8,48019,3032693,5deOsjuFTKrNMJW3rKuL8S
11,-1,ILLIT - It's Me,123,2,47040,8071943,36cgvBn0aadzOijnjjwqMN
12,=,HANRORO - 0+0,347,1,46410,16892359,5wVJpXzuKV6Xj7Yhsf2uYx
13,=,Nerd Connection - If I have you only (My love X Nerd Connection),1019,13,44134,13562674,5WKUZJPvN1SScyggtPFShK
14,=,HANRORO - Landing in Love,412,1,43505,18099193,5wVJpXzuKV6Xj7Yhsf2uYx
15,+2,Redoor - Forever Has Always Been,470,15,42596,9995538,5xhi1KB7WkPiTYb5Fm3YvS
16,-1,Hearts2Hearts - Lemon Tang,70,2,40589,3625281,1ZLU77nRzQIaP23mVSYpCQ
17,+1,JENNIE - Less than a Lover,38,3,39409,1968588,250b0Wlc5Vk0CoUsaCY84M
18,-2,I.O.I - Suddenly,103,4,38866,5356637,6RKnXXyprPjhBdCvL802Ku
19,=,Hearts2Hearts - RUDE!,192,1,38328,11121690,1ZLU77nRzQIaP23mVSYpCQ
20,+1,HANRORO - Let Me Love My Youth,415,6,36593,11640267,5wVJpXzuKV6Xj7Yhsf2uYx
21,-1,ENHYPEN - Bloody Paradise,10,20,36089,319865,5t5FqBwTcgKTaWmfEbwQY9
22,+2,Jung Kook - Seven (w/ Latto ),1144,1,34363,71645885,6HaGTQPmzraVmaVxvz6EUc;3MdXrJWsbVzdn6fe5JYkSQ
23,=,WOODZ - Drowning,698,7,34225,16155441,6y9nlaoynxSvoTGY09Vdcy
24,-2,BOL4 - Please Summer!,38,18,33682,1079617,4k5fFEYgkWYrYvtOK3zVBl
25,+2,JANNABI - for lovers who hesitate,1833,25,33524,11685668,2SY6OktZyMLdOnscX3DCyS
26,-1,TUIDE - SUN KISS,7,24,33361,194567,2uxeKIw5ancTu92x28Ctkf
27,+7,JENNIE - FALLEN ANGEL,3,27,32887,88285,250b0Wlc5Vk0CoUsaCY84M
