pos,change,title,days,peak,streams,total,artistIds
1,+3,Jung Kook - Seven (w/ Latto ),1156,1,69900,72462794,6HaGTQPmzraVmaVxvz6EUc;3MdXrJWsbVzdn6fe5JYkSQ
2,-1,CORTIS - REDRED,145,1,66669,14125254,1ebt9HnXdyYA6KgLXr1n4P
3,-1,RESCENE - LOVE ATTACK,114,2,65504,7253931,5deOsjuFTKrNMJW3rKuL8S
4,-1,BIG Naughty - Nostalgia,12,1,62119,826869,7cEaNXXTHx3LokbjUUyHal
5,+15,IU - Unknown Planet,2,5,56776,93277,3HqSLMAZ3g3d5poNaI7GOU
6,+19,IU - Dear my crazy soulmate,2,6,52879,86918,3HqSLMAZ3g3d5poNaI7GOU
7,-2,Jimin - Who,785,1,52803,105162897,1oSPZhvZMIrWW5I41kPkkY
8,-2,aespa - LEMONADE,106,2,49700,7219741,6YVMFz59CuY7ngCxTxjpxE
9,-2,Redoor - Forever Has Always Been,482,7,48872,10527224,5xhi1KB7WkPiTYb5Fm3YvS
10,-2,HANRORO - 0+0,359,1,47592,17428380,5wVJpXzuKV6Xj7Yhsf2uYx
11,-2,RESCENE - Pretty Girl,66,3,47129,3854279,5deOsjuFTKrNMJW3rKuL8S
12,-2,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),1760,3,46896,12359908,246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX
13,+1,HANRORO - Landing in Love,424,1,45675,18612080,5wVJpXzuKV6Xj7Yhsf2uYx
14,-2,ATEEZ - BAD,74,7,45613,3321974,68KmkJeZGfwe1OUaivBa2L
15,-4,KiiiKiii - Pop Off Pop Off,33,1,45300,1942815,63sat2XSMKdwKfqspmYQKP
16,-3,RESCENE - Deja Vu,103,8,44531,3611367,5deOsjuFTKrNMJW3rKuL8S
17,-2,BIGBANG - BiiiG,24,1,42624,1507551,4Kxlr1PRlDKEB0ekOCyHgX
18,-2,Hearts2Hearts - RUDE!,204,1,40619,11603939,1ZLU77nRzQIaP23mVSYpCQ
19,-1,ILLIT - It's Me,135,2,39946,8585479,36cgvBn0aadzOijnjjwqMN
20,-3,HANRORO - Let Me Love My Youth,427,6,39049,12089850,5wVJpXzuKV6Xj7Yhsf2uYx
21,-2,Nerd Connection - If I have you only (My love X Nerd Connection),1031,13,38572,14030098,5WKUZJPvN1SScyggtPFShK
22,+1,WOODZ - Drowning,710,7,35071,16584129,6y9nlaoynxSvoTGY09Vdcy
