pos,change,title,days,peak,streams,total,artistIds
1,=,LISA - SaWaDiKa,,,1842146,,
2,=,ATEEZ - BAD,,,971225,,
3,=,RESCENE - LOVE ATTACK,,,808808,,
4,=,aespa - LEMONADE,,,762798,,
5,+1,CORTIS - REDRED,,,710317,,
6,-1,RESCENE - Pretty Girl,,,693095,,
7,=,BIGBANG - BiiiG,,,682582,,
8,NEW,Lim Young Woong - ToTo,,,618294,,
9,+1,RESCENE - Deja Vu,,,574053,,
10,-1,Hearts2Hearts - RUDE!,,,558172,,
11,-3,ILLIT - It's Me,,,536166,,
12,-1,I.O.I - 갑자기,,,475061,,
13,-1,KiiiKiii - Pop Off Pop Off,,,446044,,
14,+3,meomuru - 꿈꾸던 어른이 되었나요?,,,436442,,
15,-2,WOODZ - Drowning,,,414946,,
16,-2,TAEYEON - Bansanka,,,395965,,
17,-1,HWASA - Good Goodbye,,,373662,,
18,+2,Choi Yu Ree - 생각을 멈추다 보면,,,361382,,
19,-1,OFFICIAL HIGE DANDISM - Pretender,,,360232,,
20,NEW,TUIDE - SUN KISS,,,356904,,
