pos,change,title,days,peak,streams,total,artistIds
1,=,CORTIS - REDRED,120,1,79445,12264115,1ebt9HnXdyYA6KgLXr1n4P
2,=,RESCENE - LOVE ATTACK,89,2,73827,5530541,5deOsjuFTKrNMJW3rKuL8S
3,=,KiiiKiii - Pop Off Pop Off,8,3,73467,462555,63sat2XSMKdwKfqspmYQKP
4,+1,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),1735,3,68129,10938781,246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX
5,-1,Jimin - Who,760,1,60774,103756822,1oSPZhvZMIrWW5I41kPkkY
6,=,RESCENE - Pretty Girl,41,3,59609,2527526,5deOsjuFTKrNMJW3rKuL8S
7,=,aespa - LEMONADE,81,2,54733,5909481,6YVMFz59CuY7ngCxTxjpxE
8,+2,RESCENE - Deja Vu,78,8,48652,2415290,5deOsjuFTKrNMJW3rKuL8S
9,-1,ILLIT - It's Me,110,2,48473,7472255,36cgvBn0aadzOijnjjwqMN
10,-1,ATEEZ - BAD,49,7,47732,2094236,68KmkJeZGfwe1OUaivBa2L
11,=,HANRORO - 0+0,334,1,44944,16326451,5wVJpXzuKV6Xj7Yhsf2uYx
12,=,Hearts2Hearts - Lemon Tang,57,2,44731,3085439,1ZLU77nRzQIaP23mVSYpCQ
13,=,HANRORO - Landing in Love,399,1,41937,17571755,5wVJpXzuKV6Xj7Yhsf2uYx
14,=,Hearts2Hearts - RUDE!,179,1,40388,10642714,1ZLU77nRzQIaP23mVSYpCQ
15,=,I.O.I - Suddenly,90,4,40353,4843808,6RKnXXyprPjhBdCvL802Ku
16,=,JENNIE - Less than a Lover,25,3,40298,1483317,250b0Wlc5Vk0CoUsaCY84M
17,+1,Redoor - Forever Has Always Been,457,17,37208,9519754,5xhi1KB7WkPiTYb5Fm3YvS
18,-1,Nerd Connection - If I have you only (My love X Nerd Connection),1006,15,36509,13069190,5WKUZJPvN1SScyggtPFShK
19,=,Jin - Don’t Say You Love Me,459,1,35554,24134055,5vV3bFXnN6D6N3Nj4xRvaV
20,+1,Red Velvet - Surfin' Boy,15,12,34601,596923,1z4g3DjTBBZKhvAroFlhOM
21,+4,BOL4 - Please Summer!,25,18,34421,666931,4k5fFEYgkWYrYvtOK3zVBl
22,-2,HANRORO - Let Me Love My Youth,402,6,34297,11188210,5wVJpXzuKV6Xj7Yhsf2uYx
23,=,KiiiKiii - 404 (New Era),204,1,33844,9638295,63sat2XSMKdwKfqspmYQKP
24,+7,Hearts2Hearts - ICONIC HEART,6,24,33542,144172,1ZLU77nRzQIaP23mVSYpCQ
25,+2,fromis_9 - Vitamin ME,28,15,32914,995918,24nUVBIlCGi4twz4nYxJum
