pos,change,title,days,peak,streams,total,artistIds
1,+1,RESCENE - LOVE ATTACK,,,894400,,
2,-1,aespa - LEMONADE,,,879296,,
3,+1,ATEEZ - BAD,,,818934,,
4,-1,CORTIS - REDRED,,,817316,,
5,=,ILLIT - It's Me,,,792220,,
6,=,RESCENE - Pretty Girl,,,667159,,
7,=,I.O.I - 갑자기,,,586867,,
8,=,Hearts2Hearts - RUDE!,,,571902,,
9,=,JENNIE - Less than a Lover,,,548335,,
10,=,RESCENE - Deja Vu,,,531264,,
11,+1,TAEYEON - Bansanka,,,442243,,
12,-1,HWASA - Good Goodbye,,,436029,,
13,+7,fromis_9 - Vitamin ME,,,430736,,
14,=,BOL4 - Please Summer!,,,424692,,
15,-2,WOODZ - Drowning,,,418777,,
16,-1,YENA - 캐치 캐치,,,386496,,
17,-1,HANRORO - 사랑하게 될 거야,,,370296,,
18,-1,tuki. - 晩餐歌,,,357823,,
19,-1,OFFICIAL HIGE DANDISM - Pretender,,,356358,,
20,NEW,Choi Yu Ree - 생각을 멈추다 보면,,,351761,,
