pos,change,title,days,peak,streams,total,artistIds
1,=,BIGBANG - BiiiG,,,1612416,,
2,=,ATEEZ - BAD,,,919498,,
3,=,aespa - LEMONADE,,,881185,,
4,=,CORTIS - REDRED,,,842755,,
5,=,RESCENE - LOVE ATTACK,,,818611,,
6,=,RESCENE - Pretty Girl,,,724698,,
7,=,ILLIT - It's Me,,,620232,,
8,+1,I.O.I - 갑자기,,,564312,,
9,+1,Hearts2Hearts - RUDE!,,,551320,,
10,-2,RESCENE - Deja Vu,,,544623,,
11,=,KiiiKiii - Pop Off Pop Off,,,451421,,
12,+2,YENA - 캐치 캐치,,,404736,,
13,-1,TAEYEON - Bansanka,,,402009,,
14,-1,WOODZ - Drowning,,,400171,,
15,=,HWASA - Good Goodbye,,,381441,,
16,+1,Post Malone - Sunflower,,,357129,,
17,+2,LEE SUHYUN - Blue Lagoon (Korean Ver.),,,346443,,
18,-2,Choi Yu Ree - 생각을 멈추다 보면,,,341030,,
19,-1,OFFICIAL HIGE DANDISM - Pretender,,,334194,,
20,NEW,KiiiKiii - 404 (New Era),,,324587,,
