pos,change,title,days,peak,streams,total,artistIds
1,=,CORTIS - REDRED,135,1,69263,13403662,1ebt9HnXdyYA6KgLXr1n4P
2,=,RESCENE - LOVE ATTACK,104,2,68279,6572492,5deOsjuFTKrNMJW3rKuL8S
3,+5,BIG Naughty - Nostalgia,2,3,66732,120608,7cEaNXXTHx3LokbjUUyHal
4,-1,Jung Kook - Seven (w/ Latto ),1146,1,63531,71772547,6HaGTQPmzraVmaVxvz6EUc;3MdXrJWsbVzdn6fe5JYkSQ
5,=,Jimin - Who,775,1,57900,104585498,1oSPZhvZMIrWW5I41kPkkY
6,=,KiiiKiii - Pop Off Pop Off,23,1,56674,1408519,63sat2XSMKdwKfqspmYQKP
7,-3,BIGBANG - BiiiG,14,1,55230,1015724,4Kxlr1PRlDKEB0ekOCyHgX
8,-1,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),1750,3,53944,11839788,246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX
9,=,RESCENE - Pretty Girl,56,3,50605,3332540,5deOsjuFTKrNMJW3rKuL8S
10,=,aespa - LEMONADE,96,2,49462,6703605,6YVMFz59CuY7ngCxTxjpxE
11,+1,RESCENE - Deja Vu,93,8,49099,3128210,5deOsjuFTKrNMJW3rKuL8S
12,-1,ATEEZ - BAD,64,7,48666,2829783,68KmkJeZGfwe1OUaivBa2L
13,=,HANRORO - 0+0,349,1,43370,16980894,5wVJpXzuKV6Xj7Yhsf2uYx
14,+4,Nerd Connection - If I have you only (My love X Nerd Connection),1021,13,42520,13645319,5WKUZJPvN1SScyggtPFShK
15,=,ILLIT - It's Me,125,2,42027,8156310,36cgvBn0aadzOijnjjwqMN
16,-2,TUIDE - SUN KISS,9,14,41213,278943,2uxeKIw5ancTu92x28Ctkf
17,+3,HANRORO - Landing in Love,414,1,40766,18179580,5wVJpXzuKV6Xj7Yhsf2uYx
18,+5,ENHYPEN - Bloody Paradise,12,18,40390,396206,5t5FqBwTcgKTaWmfEbwQY9
19,-2,Redoor - Forever Has Always Been,472,15,40282,10077449,5xhi1KB7WkPiTYb5Fm3YvS
20,-4,JENNIE - Less than a Lover,40,3,39307,2049826,250b0Wlc5Vk0CoUsaCY84M
21,=,Hearts2Hearts - Lemon Tang,72,2,38471,3701019,1ZLU77nRzQIaP23mVSYpCQ
22,-3,JENNIE - FALLEN ANGEL,5,19,38172,166377,250b0Wlc5Vk0CoUsaCY84M
23,-1,I.O.I - Suddenly,105,4,37468,5431265,6RKnXXyprPjhBdCvL802Ku
24,+1,HANRORO - Let Me Love My Youth,417,6,36731,11712865,5wVJpXzuKV6Xj7Yhsf2uYx
25,-1,Hearts2Hearts - RUDE!,194,1,36233,11193841,1ZLU77nRzQIaP23mVSYpCQ
26,=,WOODZ - Drowning,700,7,34027,16223343,6y9nlaoynxSvoTGY09Vdcy
27,=,JANNABI - for lovers who hesitate,1835,25,32231,11751505,2SY6OktZyMLdOnscX3DCyS
28,=,Jin - Don’t Say You Love Me,474,1,31203,24612233,5vV3bFXnN6D6N3Nj4xRvaV
29,+2,KiiiKiii - 404 (New Era),219,1,30819,10125215,63sat2XSMKdwKfqspmYQKP
30,+5,OFFICIAL HIGE DANDISM - Pretender,800,19,30403,12938900,5Vo1hnCRmCM6M4thZCInCj
31,-2,데이먼스 이어 Damons year - yours,1405,6,30246,19715831,2T5KKZuEEudb7alCJ1pCus
32,-2,BOL4 - Please Summer!,40,18,30241,1140694,4k5fFEYgkWYrYvtOK3zVBl
33,-1,The Black Skirts - Ling Ling,300,32,29909,4340525,6WeDO4GynFmK4OxwkBzMW8
34,+4,RESCENE - Runaway,95,17,29759,2450178,5deOsjuFTKrNMJW3rKuL8S
35,+7,TUIDE - GRLS,9,35,29501,222747,2uxeKIw5ancTu92x28Ctkf
36,-3,Epik High - Love Love Love,294,5,29367,9184845,5snNHNlYT2UrtZo5HCJkiw
37,+6,"Woo - We Are (w/ Loco , GRAY )",623,15,28791,8218661,5a8EJtOEbUJDF4RX3mKK02;2e4G04F77jxVuDYo44TCSm;3kPEBSt7qgVoRZSbIXMr7W
38,+1,Nerd Connection - ‎Good Night Good Dream,806,28,28601,8848742,5WKUZJPvN1SScyggtPFShK
39,-5,Hearts2Hearts - ICONIC HEART,21,19,28556,616660,1ZLU77nRzQIaP23mVSYpCQ
40,-4,YENA - Catch Catch,169,10,28541,6149594,49muoiIu4uea4PO8vueUNN
41,-1,BTS - SWIM,166,1,28100,8326286,3Nrfpe0tUJi4K4DXYWgMUX
42,-1,Lim Young Woong - Eternal Moment,369,16,27471,8469547,75MOYjGEyyH5U4ZFHOPvxR
43,-6,TAEYEON - Bansanka,65,10,27079,2115605,3qNVuliS40BLgXGxhdBdqu
44,+2,KiiiKiii - Candy Pink Magic Hole Flip Phone,23,21,25372,632675,63sat2XSMKdwKfqspmYQKP
45,-1,fromis_9 - Vitamin ME,43,15,25297,1419241,24nUVBIlCGi4twz4nYxJum
46,+1,NMIXX - Heavy Serenade,114,3,24994,4760548,28ot3wh4oNmoFOdVajibBl
47,-2,Red Velvet - Surfin' Boy,30,12,24663,1061662,1z4g3DjTBBZKhvAroFlhOM
48,=,tuki. - 晩餐歌,811,30,24133,9050659,1Y5vJqABeI6QI6R95EDV6o
49,+2,Hearts2Hearts - FOCUS,317,6,24090,9889550,1ZLU77nRzQIaP23mVSYpCQ
50,=,Hearts2Hearts - STYLE,441,8,23735,12415151,1ZLU77nRzQIaP23mVSYpCQ
51,-2,LEE CHANHYUK - Endangered Love,404,11,22617,10064600,4RkTSLr5Qf79FfUkeaDKbl
52,+4,BIG Naughty - Vancouver,1223,33,22356,8810022,7cEaNXXTHx3LokbjUUyHal
53,+4,BIG Naughty - Nostalgia (Band ver.),2,53,22325,43198,7cEaNXXTHx3LokbjUUyHal
54,-1,Kim Na Young - A Letter For You,115,53,22045,2036340,4dvmLXorXADxVq8EcySEWk
55,+3,VINXEN - FLYING HIGH WITH U,198,21,21768,4514175,4T6xiCykTP9rCNaEPU7D4q
56,-4,"NOWIMYOUNG - KISS KISS KISS (Feat. SUNWOO (THE BOYZ)) (Prod. by Hukky Shibaseki) (w/ Royal 44 , SUNWOO )",166,2,21194,6861492,66LxteaHD7NvxCnkQoyw2G;6I5eyZiVUpuPwE8mTXp7hC;27Uaxd3EmAW0Hl3Atpf74q
57,-3,AKMU - Paradise of Rumors,148,1,21178,6305650,6OwKE9Ez6ALxpTaKcT5ayv
58,+3,Brown Eyes - 벌써 일년,531,34,20855,7760185,6O7LgtO6NKOOOudzRayUfJ
59,=,"AKMU - How can I love the heartbreak, you're the one I love",1089,24,20068,9290273,6OwKE9Ez6ALxpTaKcT5ayv
60,+16,CORTIS - MONEYMONEYMONEY,9,56,19917,151447,1ebt9HnXdyYA6KgLXr1n4P
61,+3,RESCENE - Pinball,59,50,19757,1076398,5deOsjuFTKrNMJW3rKuL8S
62,=,Lady Gaga - Die With A Smile (w/ Bruno Mars ),747,5,19648,14521662,1HY2Jd0NmPuamShAr6KMms;0du5cEVh5yTK9QJze8zA0C
63,-3,Sung Si Kyung - Every moment of you,298,41,19571,4521636,7jFUYMpMUBDL4JQtMZ5ilc
64,-1,ILLIT - Magnetic,891,1,19520,21211861,36cgvBn0aadzOijnjjwqMN
65,+2,NewJeans - Hype Boy,1493,1,19232,25295614,6HvZYsbFfjnjFrWF950C9d
66,=,Dominic Fike - Babydoll,168,51,19133,2851433,6USv9qhCn6zfxlBQIYJ9qs
67,+6,Jimin - Be Mine,755,2,18813,28757555,1oSPZhvZMIrWW5I41kPkkY
68,+2,Jung Kook - Standing Next to You,1031,3,18447,27548890,6HaGTQPmzraVmaVxvz6EUc
69,+17,Ariana Grande - hate that i made you love me,95,15,18436,2606030,66CXWjxzNUsdJxJ2JdwvnR
70,-2,The Black Skirts - 1:05,503,45,18376,6667291,6WeDO4GynFmK4OxwkBzMW8
71,+24,"Car, the garden - Closely Far Away",724,11,18199,11400316,7c1HgFDe8ogy5NOZ1ANCJQ
72,+2,Lim Young Woong - ULSSIGU,369,20,18099,7054510,75MOYjGEyyH5U4ZFHOPvxR
73,-4,BIGBANG - HARU HARU - KR Ver.,265,54,18005,2823321,4Kxlr1PRlDKEB0ekOCyHgX
74,+1,ILLIT - NOT CUTE ANYMORE,282,2,17994,7739511,36cgvBn0aadzOijnjjwqMN
75,-10,Yoon Do Hyun - I Guess I Loved You,1131,51,17742,9490113,6KsmQPHXE3qhzNNBPSZ0eB
76,+3,Yerin Baek - Antifreeze,691,5,17702,7288472,6dhfy4ByARPJdPtMyrUYJK
77,-22,JENNIE - HEAVEN,5,48,17628,96386,250b0Wlc5Vk0CoUsaCY84M
78,+39,george - Boat,551,49,17344,5216715,2pRZp2WxvnWWiSPcSSYkNV
79,+3,"Heize - And July (w/ DEAN , dj friz )",105,53,17224,1873788,5dCvSnVduaFleCnyy98JMo;3eCd0TZrBPm2n9cDG6yWfF;0js3wKXyi7RL11sfOykRt1
80,+1,Justin Bieber - Beauty And A Beat (w/ Nicki Minaj ),142,14,17105,3793278,1uNFoZAHBGtllmzznpCI3s;0hCNtLu0JehylgoiP8L4Gh
81,+4,NMIXX - Blue Valentine,324,3,17041,9230911,28ot3wh4oNmoFOdVajibBl
82,+2,Lim Young Woong - Unread Message,369,26,17041,6643206,75MOYjGEyyH5U4ZFHOPvxR
83,+6,Lim Young Woong - Left in the Rain,369,30,17014,6349232,75MOYjGEyyH5U4ZFHOPvxR
84,-6,Epik High - 우산 (w/ Younha ),233,50,16882,2967563,5snNHNlYT2UrtZo5HCJkiw;6GwM5CHqhWXzG3l5kzRSAS
85,-5,Woody - Sadder Than Yesterday,281,69,16842,3181078,37ZY7eIcTT28id2jfq8WYw
86,-3,G-DRAGON - CROOKED,667,21,16553,9894010,30b9WulBM8sFuBo17nNq9c
87,+4,Lim Young Woong - Wild flower,368,34,16528,6309877,75MOYjGEyyH5U4ZFHOPvxR
88,+11,aespa - Whiplash,668,3,16467,18152181,6YVMFz59CuY7ngCxTxjpxE
89,-1,ROSÉ - toxic till the end,636,2,16406,13367879,3eVa5w3URK5duf6eyVDbu9
90,-19,Lim Young Woong - Heavenly Ever After,506,9,16392,10028887,75MOYjGEyyH5U4ZFHOPvxR
91,-19,M.C the Max - 행복하지 말아요,16,72,16330,232796,3MaRWfwKpbYnkYHC5gRKYo
92,-5,CORTIS - GO!,337,6,16289,8062488,1ebt9HnXdyYA6KgLXr1n4P
93,-3,PSY - What Would Have Been? (Feat. Lena Park) (w/ Lena Park ),491,49,16205,6245952,2dd5mrQZvg6SmahdgVKDzh;7MNyflLAWpaH0EPw1fdORD
94,=,BIGBANG - Sunset Glow,296,50,16036,3146420,4Kxlr1PRlDKEB0ekOCyHgX
95,+3,The NuTs - 사랑의 바보,613,50,16002,7258063,56NKtypwi90dIOb5ZQZwHb
96,-19,Primary - Johnny (w/ Dynamicduo ),457,60,15966,5629814,4QDcs3XrA8uHUZ7Xt9Ytep;4nvFFLtv7ZqoTr83387uK4
97,+34,"Car, the garden - My whole world",242,3,15699,6172567,7c1HgFDe8ogy5NOZ1ANCJQ
98,+2,Lim Young Woong - Wonderful Life,368,35,15636,6028666,75MOYjGEyyH5U4ZFHOPvxR
99,+33,"AKMU - Joy, Sorrow, A Beautiful Heart",148,3,15381,4480305,6OwKE9Ez6ALxpTaKcT5ayv
100,+1,Kenshi Yonezu - IRIS OUT,352,1,15297,14887754,1snhtMLeb2DYoMOcVbb8iB
101,-5,The Black Skirts - EVERYTHING,1275,77,15271,9415631,6WeDO4GynFmK4OxwkBzMW8
102,-9,Lim Young Woong - Melody for You,368,35,15244,6105997,75MOYjGEyyH5U4ZFHOPvxR
103,+7,ZICO - actually,57,96,15205,758650,4XpUIb8uuNlIWVKmgKZXC0
104,-1,"Leessang - 헤어지지 못하는 여자, 떠나가지 못하는 남자 Can't Breakup Girl, Can't Breakaway Boy (w/ Jung In )",23,100,15091,288614,0JGN9XIqm3vfg7hhPHjExI;0CO7rEbHBtpqgY9QPYJgPM
105,-8,Lim Hyun Jung - 사랑은 봄비처럼...이별은 겨울비처럼... - Bonus Track Version,24,86,14990,327455,7qUALZhWSQIwqTw1auwwCc
106,+59,Ed Sheeran - Shape of You,972,77,14877,7142360,6eUKZXaKkcviH0Ku9w2n3V
107,+13,NewJeans - Ditto,1353,1,14762,24631033,6HvZYsbFfjnjFrWF950C9d
108,-4,"G-DRAGON - HOME SWEET HOME (w/ TAEYANG , DAESUNG )",429,2,14734,8830378,30b9WulBM8sFuBo17nNq9c;6udveWUgX4vu75FF0DTrXV;1OQxmfKN9UG5C7nr4MkasO
109,=,DPR LIVE - Jasmine,483,102,14716,2837640,0siBQaURCli5wn2lqv8WZg
110,-5,CORTIS - ACAI,121,32,14683,2730657,1ebt9HnXdyYA6KgLXr1n4P
111,+7,Kenshi Yonezu - Lemon,1401,25,14613,12227458,1snhtMLeb2DYoMOcVbb8iB
112,+2,BUMJIN - A Letter,944,33,14605,10575119,3vljSA6N2aSE8U3OhNFkPy
113,+20,Justin Bieber - Love Yourself,1734,33,14581,9170018,1uNFoZAHBGtllmzznpCI3s
114,-1,The Weeknd - Die For You,1292,34,14562,8713093,1Xyo4u8uXC1ZmMpatF05PJ
115,+12,Zion.T - No Make Up,502,65,14538,5997811,5HenzRvMtSrgtvU16XAoby
116,-14,10CM - To Reach You,316,8,14525,5084577,6zn0ihyAApAYV51zpXxdEp
117,-11,Dynamicduo - Guilty,334,83,14513,3785883,4nvFFLtv7ZqoTr83387uK4
118,+19,Sung Si Kyung - Michide -On The Road-,282,51,14497,3943014,7jFUYMpMUBDL4JQtMZ5ilc
119,-27,Izi - 응급실,531,51,14474,6110767,4PPkRMbw2jIs7flJkl4okf
120,-1,Shawn Mendes - There's Nothing Holdin' Me Back,457,92,14424,3358060,7n2wHs1TKAczGzO7Dd2rGr
121,=,hamo - 아크라포빅 (Akrapovic),200,4,14372,6427993,7bQHemX2QBqGaERdrfraNW
122,-14,DEAN - instagram,1292,60,14339,7042612,3eCd0TZrBPm2n9cDG6yWfF
123,+13,DAY6 - HAPPY,748,4,14338,12528528,5TnQc2N1iKlFjYD7CPGvFc
124,-1,Jung Kook - Still With You,677,8,14315,6454364,6HaGTQPmzraVmaVxvz6EUc
125,+54,fromis_9 - Supersonic,702,10,14307,10708358,24nUVBIlCGi4twz4nYxJum
126,-2,wave to earth - love.,305,103,14307,2997288,5069JTmv5ZDyPeZaCCXiCg
127,-5,The Kid LAROI - Stay (w/ Justin Bieber ),1516,1,14276,13186029,2tIP7SsRs7vjIcLrU85W8J;1uNFoZAHBGtllmzznpCI3s
128,+15,LEECHANGSUB - Heavenly fate,772,79,14264,6865249,1rp5HzWaNwgauM5W5YmZ3U
129,+25,LEE MU JIN - Coming Of Age Story,458,66,14261,5095785,4Xj0peBt3EZHbdF20JmdWC
