pos,change,title,days,peak,streams,total,artistIds
1,+2,LISA - SaWaDiKa,,,2780055,,
2,=,ATEEZ - BAD,,,1056168,,
3,+1,RESCENE - LOVE ATTACK,,,849052,,
4,+2,aespa - LEMONADE,,,780229,,
5,=,RESCENE - Pretty Girl,,,777361,,
6,+1,CORTIS - REDRED,,,753806,,
7,+1,BIGBANG - BiiiG,,,727682,,
8,+1,ILLIT - It's Me,,,601182,,
9,+1,Hearts2Hearts - RUDE!,,,574069,,
10,+1,RESCENE - Deja Vu,,,563648,,
11,+1,I.O.I - 갑자기,,,510713,,
12,+1,KiiiKiii - Pop Off Pop Off,,,455091,,
13,+1,WOODZ - Drowning,,,432007,,
14,+3,TAEYEON - Bansanka,,,397584,,
15,=,YENA - 캐치 캐치,,,393589,,
16,=,HWASA - Good Goodbye,,,393006,,
17,NEW,meomuru - 꿈꾸던 어른이 되었나요?,,,374999,,
18,=,OFFICIAL HIGE DANDISM - Pretender,,,374186,,
19,=,LEE SUHYUN - Blue Lagoon (Korean Ver.),,,370134,,
20,NEW,Choi Yu Ree - 생각을 멈추다 보면,,,349027,,
