pos,change,title,days,peak,streams,total,artistIds
1,=,CORTIS - REDRED,112,1,78193,11618716,1ebt9HnXdyYA6KgLXr1n4P
2,=,RESCENE - LOVE ATTACK,81,2,71298,4927742,5deOsjuFTKrNMJW3rKuL8S
3,=,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),1727,3,67696,10388270,246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX
4,=,aespa - LEMONADE,73,2,57011,5450383,6YVMFz59CuY7ngCxTxjpxE
5,=,RESCENE - Pretty Girl,33,3,55496,2051466,5deOsjuFTKrNMJW3rKuL8S
6,+2,Jimin - Who,752,1,51710,103279506,1oSPZhvZMIrWW5I41kPkkY
7,-1,JENNIE - Less than a Lover,17,3,50834,1114035,250b0Wlc5Vk0CoUsaCY84M
8,-1,ILLIT - It's Me,102,2,49655,7077855,36cgvBn0aadzOijnjjwqMN
9,=,Hearts2Hearts - Lemon Tang,49,2,45842,2715501,1ZLU77nRzQIaP23mVSYpCQ
10,=,RESCENE - Deja Vu,70,10,45764,2022846,5deOsjuFTKrNMJW3rKuL8S
11,=,HANRORO - 0+0,326,1,45222,15964425,5wVJpXzuKV6Xj7Yhsf2uYx
12,+1,ATEEZ - BAD,41,7,44690,1707073,68KmkJeZGfwe1OUaivBa2L
13,-1,I.O.I - Suddenly,82,4,43983,4507630,6RKnXXyprPjhBdCvL802Ku
14,+2,Red Velvet - Surfin' Boy,7,12,43012,281549,1z4g3DjTBBZKhvAroFlhOM
15,=,Hearts2Hearts - RUDE!,171,1,41616,10302153,1ZLU77nRzQIaP23mVSYpCQ
16,-2,HANRORO - Landing in Love,391,1,41426,17230658,5wVJpXzuKV6Xj7Yhsf2uYx
17,=,fromis_9 - Vitamin ME,20,15,36532,711645,24nUVBIlCGi4twz4nYxJum
18,+1,BOL4 - Please Summer!,17,18,35536,398075,4k5fFEYgkWYrYvtOK3zVBl
