pos,change,title,days,peak,streams,total,artistIds
1,=,CORTIS - REDRED,,,1057001,,
2,=,RESCENE - LOVE ATTACK,,,1055941,,
3,=,RESCENE - Pretty Girl,,,971431,,
4,=,aespa - LEMONADE,,,930599,,
5,+5,A2O - Love Got Me Ooh,,,843801,,
6,=,ILLIT - It's Me,,,798146,,
7,-2,Hwa Sa - Good Goodbye,,,788633,,
8,-1,I.O.I - 갑자기,,,686288,,
9,-1,ATEEZ - BAD,,,651811,,
10,-1,Hearts2Hearts - RUDE!,,,583683,,
11,=,RESCENE - Deja Vu,,,537513,,
12,=,TAEYEON - Bansanka,,,510180,,
13,=,WOODZ - Drowning,,,455506,,
14,+3,HANRORO - 사랑하게 될 거야,,,397345,,
15,+3,OFFICIAL HIGE DANDISM - Pretender,,,388328,,
16,=,YENA - 캐치 캐치,,,384982,,
17,+2,tuki. - 晩餐歌,,,376437,,
18,+2,Hearts2Hearts - Lemon Tang,,,364584,,
19,NEW,HANRORO - 0+0,,,355090,,
20,-5,i-dle - Gimme Dat Love,,,354798,,
