pos,change,title,days,peak,streams,total,artistIds
1,NEW,BIGBANG - BiiiG,,,2386557,,
2,-1,ATEEZ - BAD,,,852353,,
3,-1,RESCENE - LOVE ATTACK,,,813577,,
4,-1,aespa - LEMONADE,,,797258,,
5,-1,CORTIS - REDRED,,,757122,,
6,-1,RESCENE - Pretty Girl,,,660964,,
7,-1,RESCENE - Deja Vu,,,576604,,
8,-1,ILLIT - It's Me,,,566349,,
9,-1,KiiiKiii - Pop Off Pop Off,,,535498,,
10,-1,Hearts2Hearts - RUDE!,,,515065,,
11,-1,I.O.I - 갑자기,,,502040,,
12,-1,TAEYEON - Bansanka,,,435710,,
13,+1,WOODZ - Drowning,,,370667,,
14,-2,Choi Yu Ree - 생각을 멈추다 보면,,,362536,,
15,+3,HWASA - Good Goodbye,,,356623,,
16,+1,YENA - 캐치 캐치,,,350097,,
17,-1,Post Malone - Sunflower,,,348832,,
18,-5,JENNIE - Less than a Lover,,,345037,,
19,=,OFFICIAL HIGE DANDISM - Pretender,,,344460,,
20,-5,Red Velvet - Surfin' Boy,,,341237,,
