pos,change,title,days,peak,streams,total,artistIds
1,=,BIGBANG - BiiiG,,,1254613,,
2,=,ATEEZ - BAD,,,965678,,
3,+1,RESCENE - LOVE ATTACK,,,835809,,
4,-1,aespa - LEMONADE,,,816645,,
5,=,CORTIS - REDRED,,,781084,,
6,=,RESCENE - Pretty Girl,,,664949,,
7,=,LEE SUHYUN - Blue Lagoon (Korean Ver.),,,580315,,
8,=,RESCENE - Deja Vu,,,573280,,
9,=,ILLIT - It's Me,,,566886,,
10,=,Hearts2Hearts - RUDE!,,,540208,,
11,=,I.O.I - 갑자기,,,514175,,
12,=,KiiiKiii - Pop Off Pop Off,,,470325,,
13,=,TAEYEON - Bansanka,,,424746,,
14,=,WOODZ - Drowning,,,408763,,
15,+1,HWASA - Good Goodbye,,,372074,,
16,-1,Choi Yu Ree - 생각을 멈추다 보면,,,371562,,
17,=,YENA - 캐치 캐치,,,360990,,
18,=,OFFICIAL HIGE DANDISM - Pretender,,,348189,,
19,=,HANRORO - 사랑하게 될 거야,,,326419,,
20,NEW,tuki. - 晩餐歌,,,325711,,
