pos,change,title,days,peak,streams,total,artistIds
1,+1,BIGBANG - BiiiG,6,1,80842,510291,4Kxlr1PRlDKEB0ekOCyHgX
2,-1,CORTIS - REDRED,127,1,80078,12802897,1ebt9HnXdyYA6KgLXr1n4P
3,=,RESCENE - LOVE ATTACK,96,2,71271,6022127,5deOsjuFTKrNMJW3rKuL8S
4,+1,KiiiKiii - Pop Off Pop Off,15,1,67657,937663,63sat2XSMKdwKfqspmYQKP
5,-1,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),1742,3,63345,11375218,246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX
6,+1,aespa - LEMONADE,88,2,56139,6292944,6YVMFz59CuY7ngCxTxjpxE
7,-1,RESCENE - Pretty Girl,48,3,55941,2912202,5deOsjuFTKrNMJW3rKuL8S
8,+5,Jung Kook - Seven (w/ Latto ),1138,1,55050,71406747,6HaGTQPmzraVmaVxvz6EUc;3MdXrJWsbVzdn6fe5JYkSQ
9,-1,Jimin - Who,767,1,53348,104149644,1oSPZhvZMIrWW5I41kPkkY
10,=,ATEEZ - BAD,56,7,50431,2436998,68KmkJeZGfwe1OUaivBa2L
11,-2,RESCENE - Deja Vu,85,8,47545,2753363,5deOsjuFTKrNMJW3rKuL8S
12,-1,ILLIT - It's Me,117,2,46571,7798269,36cgvBn0aadzOijnjjwqMN
13,-1,Hearts2Hearts - Lemon Tang,64,2,42861,3382899,1ZLU77nRzQIaP23mVSYpCQ
14,=,HANRORO - 0+0,341,1,42045,16622783,5wVJpXzuKV6Xj7Yhsf2uYx
15,+1,HANRORO - Landing in Love,406,1,40868,17850570,5wVJpXzuKV6Xj7Yhsf2uYx
16,-1,I.O.I - Suddenly,97,4,40164,5122786,6RKnXXyprPjhBdCvL802Ku
17,+1,Redoor - Forever Has Always Been,464,17,36857,9766549,5xhi1KB7WkPiTYb5Fm3YvS
18,-1,Hearts2Hearts - RUDE!,186,1,36653,10901898,1ZLU77nRzQIaP23mVSYpCQ
19,+4,HANRORO - Let Me Love My Youth,409,6,35743,11425344,5wVJpXzuKV6Xj7Yhsf2uYx
20,-1,Nerd Connection - If I have you only (My love X Nerd Connection),1013,15,35632,13315890,5WKUZJPvN1SScyggtPFShK
21,-1,WOODZ - Drowning,692,7,35379,15951272,6y9nlaoynxSvoTGY09Vdcy
22,-1,JENNIE - Less than a Lover,32,3,34926,1746161,250b0Wlc5Vk0CoUsaCY84M
23,+12,ENHYPEN - Bloody Paradise,4,23,34824,111401,5t5FqBwTcgKTaWmfEbwQY9
24,-2,Hearts2Hearts - ICONIC HEART,13,19,33778,374976,1ZLU77nRzQIaP23mVSYpCQ
25,-1,KiiiKiii - Candy Pink Magic Hole Flip Phone,15,21,33731,419867,63sat2XSMKdwKfqspmYQKP
26,+4,RESCENE - Runaway,87,17,33533,2219019,5deOsjuFTKrNMJW3rKuL8S
27,-2,KiiiKiii - 404 (New Era),211,1,33179,9873254,63sat2XSMKdwKfqspmYQKP
28,=,Red Velvet - Surfin' Boy,22,12,32178,831545,1z4g3DjTBBZKhvAroFlhOM
29,=,Jin - Don’t Say You Love Me,466,1,31820,24359987,5vV3bFXnN6D6N3Nj4xRvaV
30,-4,BOL4 - Please Summer!,32,18,31076,885405,4k5fFEYgkWYrYvtOK3zVBl
31,-4,YENA - Catch Catch,161,10,30299,5909387,49muoiIu4uea4PO8vueUNN
32,-1,OFFICIAL HIGE DANDISM - Pretender,792,19,29938,12698527,5Vo1hnCRmCM6M4thZCInCj
33,+9,TAEYEON - Bansanka,57,10,28782,1888441,3qNVuliS40BLgXGxhdBdqu
34,-2,fromis_9 - Vitamin ME,35,15,28733,1203475,24nUVBIlCGi4twz4nYxJum
35,-1,Epik High - Love Love Love,286,5,28375,8949882,5snNHNlYT2UrtZo5HCJkiw
36,+5,BTS - SWIM,158,1,28045,8107289,3Nrfpe0tUJi4K4DXYWgMUX
37,=,JANNABI - for lovers who hesitate,1827,26,27417,11498645,2SY6OktZyMLdOnscX3DCyS
38,-2,데이먼스 이어 Damons year - yours,1397,6,27332,19481274,2T5KKZuEEudb7alCJ1pCus
39,+7,Hearts2Hearts - FOCUS,309,6,27050,9694601,1ZLU77nRzQIaP23mVSYpCQ
40,-7,"Woo - We Are (w/ Loco , GRAY )",615,15,26516,7988122,5a8EJtOEbUJDF4RX3mKK02;2e4G04F77jxVuDYo44TCSm;3kPEBSt7qgVoRZSbIXMr7W
41,-3,NMIXX - Heavy Serenade,106,3,26150,4553892,28ot3wh4oNmoFOdVajibBl
42,+1,Lim Young Woong - Eternal Moment,361,16,26041,8256448,75MOYjGEyyH5U4ZFHOPvxR
43,+1,LEE CHANHYUK - Endangered Love,396,11,25625,9873149,4RkTSLr5Qf79FfUkeaDKbl
44,-5,Nerd Connection - ‎Good Night Good Dream,798,28,25322,8626928,5WKUZJPvN1SScyggtPFShK
45,+5,The Black Skirts - Ling Ling,292,41,25196,4123556,6WeDO4GynFmK4OxwkBzMW8
46,+2,Hearts2Hearts - STYLE,433,8,24311,12222975,1ZLU77nRzQIaP23mVSYpCQ
47,=,"NOWIMYOUNG - KISS KISS KISS (Feat. SUNWOO (THE BOYZ)) (Prod. by Hukky Shibaseki) (w/ Royal 44 , SUNWOO )",158,2,24305,6676406,66LxteaHD7NvxCnkQoyw2G;6I5eyZiVUpuPwE8mTXp7hC;27Uaxd3EmAW0Hl3Atpf74q
48,-8,tuki. - 晩餐歌,803,30,23839,8861451,1Y5vJqABeI6QI6R95EDV6o
49,-4,VINXEN - FLYING HIGH WITH U,190,21,23796,4335270,4T6xiCykTP9rCNaEPU7D4q
50,-1,AKMU - Paradise of Rumors,140,1,23396,6126368,6OwKE9Ez6ALxpTaKcT5ayv
51,=,ILLIT - Magnetic,883,1,21321,21044062,36cgvBn0aadzOijnjjwqMN
52,=,RESCENE - Pinball,51,50,20696,923354,5deOsjuFTKrNMJW3rKuL8S
53,=,CORTIS - GO!,329,6,20108,7915670,1ebt9HnXdyYA6KgLXr1n4P
54,+6,BIGBANG - HARU HARU - KR Ver.,257,54,19327,2669130,4Kxlr1PRlDKEB0ekOCyHgX
55,+13,KATSEYE - Hootie Frutti,7,55,19169,116021,3c0gDdb9lhnHGFtP4prQpn
56,-2,Dominic Fike - Babydoll,160,51,18901,2699079,6USv9qhCn6zfxlBQIYJ9qs
57,-2,PSY - What Would Have Been? (Feat. Lena Park) (w/ Lena Park ),483,49,18393,6103705,2dd5mrQZvg6SmahdgVKDzh;7MNyflLAWpaH0EPw1fdORD
58,+9,NewJeans - Hype Boy,1485,1,18208,25145479,6HvZYsbFfjnjFrWF950C9d
59,+3,CORTIS - ACAI,113,32,18123,2601405,1ebt9HnXdyYA6KgLXr1n4P
60,+6,Epik High - 우산 (w/ Younha ),225,50,18046,2841302,5snNHNlYT2UrtZo5HCJkiw;6GwM5CHqhWXzG3l5kzRSAS
61,-5,"Heize - And July (w/ DEAN , dj friz )",97,53,17911,1736811,5dCvSnVduaFleCnyy98JMo;3eCd0TZrBPm2n9cDG6yWfF;0js3wKXyi7RL11sfOykRt1
62,+2,Sung Si Kyung - Every moment of you,290,41,17672,4371275,7jFUYMpMUBDL4JQtMZ5ilc
63,-6,Kim Na Young - A Letter For You,107,53,17379,1877714,4dvmLXorXADxVq8EcySEWk
64,+64,Jung Kook - Standing Next to You,1025,3,17332,27455155,6HaGTQPmzraVmaVxvz6EUc
65,+5,Lady Gaga - Die With A Smile (w/ Bruno Mars ),739,5,17270,14372079,1HY2Jd0NmPuamShAr6KMms;0du5cEVh5yTK9QJze8zA0C
66,-3,Justin Bieber - Beauty And A Beat (w/ Nicki Minaj ),134,14,17214,3655931,1uNFoZAHBGtllmzznpCI3s;0hCNtLu0JehylgoiP8L4Gh
67,-8,BIGBANG - Sunset Glow,288,50,17156,3010045,4Kxlr1PRlDKEB0ekOCyHgX
68,+4,Lim Young Woong - ULSSIGU,361,20,17048,6917887,75MOYjGEyyH5U4ZFHOPvxR
69,=,ROSÉ - toxic till the end,628,2,16832,13237567,3eVa5w3URK5duf6eyVDbu9
70,-5,Jimin - Be Mine,747,2,16753,28626359,1oSPZhvZMIrWW5I41kPkkY
71,-13,The Black Skirts - 1:05,495,45,16692,6525078,6WeDO4GynFmK4OxwkBzMW8
72,+1,Lim Young Woong - Unread Message,361,26,16663,6513905,75MOYjGEyyH5U4ZFHOPvxR
73,-2,Brown Eyes - 벌써 일년,523,34,16530,7604608,6O7LgtO6NKOOOudzRayUfJ
74,+3,Ariana Grande - hate that i made you love me,87,15,16281,2474488,66CXWjxzNUsdJxJ2JdwvnR
75,+20,10CM - To Reach You,308,8,16060,4966114,6zn0ihyAApAYV51zpXxdEp
76,-1,G-DRAGON - CROOKED,659,21,16049,9755031,30b9WulBM8sFuBo17nNq9c
77,-1,Yerin Baek - Antifreeze,683,5,15999,7151917,6dhfy4ByARPJdPtMyrUYJK
78,+10,The NuTs - 사랑의 바보,605,50,15978,7133043,56NKtypwi90dIOb5ZQZwHb
79,=,"G-DRAGON - HOME SWEET HOME (w/ TAEYANG , DAESUNG )",421,2,15926,8704267,30b9WulBM8sFuBo17nNq9c;6udveWUgX4vu75FF0DTrXV;1OQxmfKN9UG5C7nr4MkasO
80,=,fromis_9 - Supersonic,694,10,15889,10585825,24nUVBIlCGi4twz4nYxJum
81,+2,NMIXX - Blue Valentine,316,3,15880,9093914,28ot3wh4oNmoFOdVajibBl
82,+10,BIG Naughty - Vancouver,1215,33,15857,8657955,7cEaNXXTHx3LokbjUUyHal
83,+30,Bank - Can't Have You,54,83,15428,590797,07yXkk7BsAGmJWvkemt2oa
84,-3,Steve Lacy - oh yeah?,21,54,15344,363157,57vWImR43h4CaDao012Ofp
85,+6,Lim Young Woong - Wild flower,360,34,15124,6187150,75MOYjGEyyH5U4ZFHOPvxR
86,+11,ILLIT - NOT CUTE ANYMORE,274,2,15079,7596488,36cgvBn0aadzOijnjjwqMN
87,-2,Lim Young Woong - Left in the Rain,361,30,15078,6224277,75MOYjGEyyH5U4ZFHOPvxR
88,-14,She & Him - I Thought I Saw Your Face Today,22,70,15044,343066,3CIRif6ZAedT7kZSPvj2A4
89,+14,NELL - The time of walking on remembrance,69,62,15039,952603,5WY88tCMFA6J6vqSN3MmDZ
90,=,Kenshi Yonezu - IRIS OUT,344,1,15029,14765677,1snhtMLeb2DYoMOcVbb8iB
91,-9,"AKMU - How can I love the heartbreak, you're the one I love",1081,24,14980,9140362,6OwKE9Ez6ALxpTaKcT5ayv
92,+28,KiiiKiii - SWEET SOUR,15,55,14866,245845,63sat2XSMKdwKfqspmYQKP
93,=,Yoon Do Hyun - I Guess I Loved You,1123,51,14854,9345868,6KsmQPHXE3qhzNNBPSZ0eB
94,+8,"AKMU - Joy, Sorrow, A Beautiful Heart",140,3,14825,4364729,6OwKE9Ez6ALxpTaKcT5ayv
95,-17,hamo - 아크라포빅 (Akrapovic),192,4,14820,6310869,7bQHemX2QBqGaERdrfraNW
96,-7,TOY | YOO HEE YEOL - 여전히 아름다운지 (w/ 김연우 ),3,89,14775,42357,5TQrJqXpNPeguSipEv5tZy;306KeiDI5GhMOJlsQjuN1R
97,+13,Izi - 응급실,523,51,14692,5990255,4PPkRMbw2jIs7flJkl4okf
98,+45,KATSEYE - Animal,31,43,14637,593628,3c0gDdb9lhnHGFtP4prQpn
99,+25,Hearts2Hearts - The Chase,527,6,14633,9237894,1ZLU77nRzQIaP23mVSYpCQ
100,-6,"Car, the garden - My whole world",234,3,14562,6056246,7c1HgFDe8ogy5NOZ1ANCJQ
101,-17,The Black Skirts - EVERYTHING,1267,77,14562,9292784,6WeDO4GynFmK4OxwkBzMW8
102,+19,"Car, the garden - Closely Far Away",716,11,14561,11270710,7c1HgFDe8ogy5NOZ1ANCJQ
103,-16,The Kid LAROI - Stay (w/ Justin Bieber ),1508,1,14375,13068213,2tIP7SsRs7vjIcLrU85W8J;1uNFoZAHBGtllmzznpCI3s
104,+21,BIGBANG - BLUE - KR Ver.,236,57,14367,2323811,4Kxlr1PRlDKEB0ekOCyHgX
105,-1,Zion.T - No Make Up,494,65,14189,5884064,5HenzRvMtSrgtvU16XAoby
106,+2,Lim Young Woong - Wonderful Life,360,35,14173,5914526,75MOYjGEyyH5U4ZFHOPvxR
107,+8,CORTIS - FaSHioN,284,12,14126,5100958,1ebt9HnXdyYA6KgLXr1n4P
108,+4,ILLIT - Billyeoon Goyangi (Do the Dance),435,4,14108,10256080,36cgvBn0aadzOijnjjwqMN
109,+54,BTS - Body to Body,158,2,14045,5157271,3Nrfpe0tUJi4K4DXYWgMUX
110,+40,aespa - KISS N TELL,32,42,14026,570962,6YVMFz59CuY7ngCxTxjpxE
111,=,Kenshi Yonezu - Lemon,1393,25,14022,12108782,1snhtMLeb2DYoMOcVbb8iB
112,-14,Lim Young Woong - Melody for You,360,35,13951,5985215,75MOYjGEyyH5U4ZFHOPvxR
113,+4,george - Boat,543,49,13943,5103935,2pRZp2WxvnWWiSPcSSYkNV
114,RE,Jung Kook - 3D (w/ Jack Harlow ),1020,2,13895,30109228,6HaGTQPmzraVmaVxvz6EUc;2LIk90788K0zvyj2JJVwkJ
115,+40,LE SSERAFIM - BOOMPALA,95,7,13870,2738487,4SpbR6yFEvexJuaBpgAU5p
116,+26,Lim Young Woong - Don’t look back at me,348,51,13702,5059293,75MOYjGEyyH5U4ZFHOPvxR
117,+9,BIGBANG - Still Life,565,1,13690,5562815,4Kxlr1PRlDKEB0ekOCyHgX
118,-17,COOL - 애상,119,53,13600,1514572,0w3PsroIezW7uRTNxEJLb9
119,+26,DAVICHI - TIME CAPSULE,201,71,13569,2391350,4z6yrDz5GfKXkeQZjOaZdq
120,-4,BIGBANG - BANG BANG BANG - KR Ver.,300,21,13563,3731204,4Kxlr1PRlDKEB0ekOCyHgX
121,-60,Primary - Johnny (w/ Dynamicduo ),449,60,13543,5500280,4QDcs3XrA8uHUZ7Xt9Ytep;4nvFFLtv7ZqoTr83387uK4
122,+32,HWASA - Good Goodbye,256,4,13534,5075883,7bmYpVgQub656uNTu6qGNQ
123,-37,Lim Young Woong - Heavenly Ever After,498,9,13525,9898869,75MOYjGEyyH5U4ZFHOPvxR
124,+3,BIGBANG - SOBER - KR Ver.,208,44,13477,2327123,4Kxlr1PRlDKEB0ekOCyHgX
125,+22,IVE - BANG BANG,196,3,13435,5082436,6RHTUrRF63xao58xh9FXYJ
126,+44,BOOHWAL - Never Ending Story,341,58,13403,3867331,2LtEDRKi75vGtsfdy205jX
