pos,change,title,days,peak,streams,total,artistIds
1,=,CORTIS - REDRED,117,1,82236,12033527,1ebt9HnXdyYA6KgLXr1n4P
2,=,RESCENE - LOVE ATTACK,86,2,76038,5320159,5deOsjuFTKrNMJW3rKuL8S
3,=,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),1732,3,66586,10747766,246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX
4,+2,KiiiKiii - Pop Off Pop Off,5,4,64717,259908,63sat2XSMKdwKfqspmYQKP
5,=,Jimin - Who,757,1,63400,103574148,1oSPZhvZMIrWW5I41kPkkY
6,-2,RESCENE - Pretty Girl,38,3,60974,2354683,5deOsjuFTKrNMJW3rKuL8S
7,=,aespa - LEMONADE,78,2,58258,5748135,6YVMFz59CuY7ngCxTxjpxE
8,+3,ILLIT - It's Me,107,2,50581,7328096,36cgvBn0aadzOijnjjwqMN
9,-1,ATEEZ - BAD,46,7,50417,1954300,68KmkJeZGfwe1OUaivBa2L
10,-1,RESCENE - Deja Vu,75,8,48700,2277683,5deOsjuFTKrNMJW3rKuL8S
11,+1,Hearts2Hearts - Lemon Tang,54,2,46933,2956781,1ZLU77nRzQIaP23mVSYpCQ
12,-2,JENNIE - Less than a Lover,22,3,45811,1367050,250b0Wlc5Vk0CoUsaCY84M
13,=,HANRORO - 0+0,331,1,45558,16195628,5wVJpXzuKV6Xj7Yhsf2uYx
14,=,Hearts2Hearts - RUDE!,176,1,43728,10522745,1ZLU77nRzQIaP23mVSYpCQ
15,=,HANRORO - Landing in Love,396,1,42382,17448737,5wVJpXzuKV6Xj7Yhsf2uYx
16,=,I.O.I - Suddenly,87,4,41657,4726383,6RKnXXyprPjhBdCvL802Ku
17,=,Red Velvet - Surfin' Boy,12,12,37908,494899,1z4g3DjTBBZKhvAroFlhOM
18,+2,HANRORO - Let Me Love My Youth,399,6,37147,11085908,5wVJpXzuKV6Xj7Yhsf2uYx
19,=,Nerd Connection - If I have you only (My love X Nerd Connection),1003,15,37111,12961848,5WKUZJPvN1SScyggtPFShK
20,+1,fromis_9 - Vitamin ME,25,15,37081,898929,24nUVBIlCGi4twz4nYxJum
21,-3,KiiiKiii - 404 (New Era),201,1,35920,9538797,63sat2XSMKdwKfqspmYQKP
22,+2,Jin - Don’t Say You Love Me,456,1,35870,24030058,5vV3bFXnN6D6N3Nj4xRvaV
23,+3,BOL4 - Please Summer!,22,18,35793,568377,4k5fFEYgkWYrYvtOK3zVBl
