pos,change,title,days,peak,streams,total,artistIds
1,=,BIGBANG - BiiiG,,,1304478,,
2,=,ATEEZ - BAD,,,1043816,,
3,+1,RESCENE - LOVE ATTACK,,,875821,,
4,+2,aespa - LEMONADE,,,785873,,
5,=,CORTIS - REDRED,,,763063,,
6,+1,RESCENE - Pretty Girl,,,709067,,
7,+1,ILLIT - It's Me,,,600810,,
8,-5,JENNIE - FALLEN ANGEL,,,573985,,
9,+1,LEE SUHYUN - Blue Lagoon (Korean Ver.),,,573433,,
10,-1,Hearts2Hearts - RUDE!,,,556449,,
11,=,RESCENE - Deja Vu,,,553026,,
12,=,I.O.I - 갑자기,,,511164,,
13,+2,KiiiKiii - Pop Off Pop Off,,,427970,,
14,=,YENA - 캐치 캐치,,,418221,,
15,+1,TAEYEON - Bansanka,,,417400,,
16,+1,WOODZ - Drowning,,,402980,,
17,NEW,Choi Yu Ree - 생각을 멈추다 보면,,,364857,,
18,+1,OFFICIAL HIGE DANDISM - Pretender,,,361560,,
19,-1,HWASA - Good Goodbye,,,359048,,
20,NEW,tuki. - 晩餐歌,,,350265,,
