pos,change,title,days,peak,streams,total,artistIds
1,=,CORTIS - REDRED,129,1,76454,12965206,1ebt9HnXdyYA6KgLXr1n4P
2,=,BIGBANG - BiiiG,8,1,71815,657635,4Kxlr1PRlDKEB0ekOCyHgX
3,=,RESCENE - LOVE ATTACK,98,2,69177,6158554,5deOsjuFTKrNMJW3rKuL8S
4,=,KiiiKiii - Pop Off Pop Off,17,1,62842,1064771,63sat2XSMKdwKfqspmYQKP
5,=,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),1744,3,58807,11493749,246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX
6,+2,RESCENE - Pretty Girl,50,3,53404,3019363,5deOsjuFTKrNMJW3rKuL8S
7,=,aespa - LEMONADE,90,2,52681,6399892,6YVMFz59CuY7ngCxTxjpxE
8,+14,Jung Kook - Seven (w/ Latto ),1140,1,51910,71492734,6HaGTQPmzraVmaVxvz6EUc;3MdXrJWsbVzdn6fe5JYkSQ
9,-3,Jimin - Who,769,1,51516,104255726,1oSPZhvZMIrWW5I41kPkkY
10,-1,ATEEZ - BAD,58,7,48589,2534097,68KmkJeZGfwe1OUaivBa2L
11,=,ILLIT - It's Me,119,2,46004,7890440,36cgvBn0aadzOijnjjwqMN
12,-2,RESCENE - Deja Vu,87,8,45951,2845863,5deOsjuFTKrNMJW3rKuL8S
13,-1,HANRORO - 0+0,343,1,43818,16710751,5wVJpXzuKV6Xj7Yhsf2uYx
14,-1,Hearts2Hearts - Lemon Tang,66,2,41148,3466318,1ZLU77nRzQIaP23mVSYpCQ
15,-1,HANRORO - Landing in Love,408,1,39837,17930812,5wVJpXzuKV6Xj7Yhsf2uYx
16,-1,I.O.I - Suddenly,99,4,39161,5201472,6RKnXXyprPjhBdCvL802Ku
17,-1,Nerd Connection - If I have you only (My love X Nerd Connection),1015,15,38845,13391496,5WKUZJPvN1SScyggtPFShK
18,=,Redoor - Forever Has Always Been,466,17,37340,9839821,5xhi1KB7WkPiTYb5Fm3YvS
19,-2,Hearts2Hearts - RUDE!,188,1,36190,10974616,1ZLU77nRzQIaP23mVSYpCQ
20,=,HANRORO - Let Me Love My Youth,411,6,35205,11495623,5wVJpXzuKV6Xj7Yhsf2uYx
21,-2,WOODZ - Drowning,694,7,33847,16020226,6y9nlaoynxSvoTGY09Vdcy
22,-1,JENNIE - Less than a Lover,34,3,33747,1814356,250b0Wlc5Vk0CoUsaCY84M
23,+1,ENHYPEN - Bloody Paradise,6,23,33692,179022,5t5FqBwTcgKTaWmfEbwQY9
24,-1,Hearts2Hearts - ICONIC HEART,15,19,33256,442238,1ZLU77nRzQIaP23mVSYpCQ
25,=,Jin - Don’t Say You Love Me,468,1,32540,24425444,5vV3bFXnN6D6N3Nj4xRvaV
26,+1,KiiiKiii - 404 (New Era),213,1,32419,9937921,63sat2XSMKdwKfqspmYQKP
27,+2,Red Velvet - Surfin' Boy,24,12,31103,893796,1z4g3DjTBBZKhvAroFlhOM
28,+2,BOL4 - Please Summer!,34,18,30846,947389,4k5fFEYgkWYrYvtOK3zVBl
29,+5,JANNABI - for lovers who hesitate,1829,26,30764,11557811,2SY6OktZyMLdOnscX3DCyS
30,-2,KiiiKiii - Candy Pink Magic Hole Flip Phone,17,21,30179,482170,63sat2XSMKdwKfqspmYQKP
31,+11,TAEYEON - Bansanka,59,10,29930,1944189,3qNVuliS40BLgXGxhdBdqu
32,=,YENA - Catch Catch,163,10,29903,5968969,49muoiIu4uea4PO8vueUNN
33,-2,OFFICIAL HIGE DANDISM - Pretender,794,19,29466,12757858,5Vo1hnCRmCM6M4thZCInCj
34,-8,RESCENE - Runaway,89,17,28902,2280175,5deOsjuFTKrNMJW3rKuL8S
35,-2,fromis_9 - Vitamin ME,37,15,28668,1260762,24nUVBIlCGi4twz4nYxJum
36,=,BTS - SWIM,160,1,28502,8163381,3Nrfpe0tUJi4K4DXYWgMUX
37,-2,Epik High - Love Love Love,288,5,28440,9006413,5snNHNlYT2UrtZo5HCJkiw
38,=,"Woo - We Are (w/ Loco , GRAY )",617,15,28431,8043087,5a8EJtOEbUJDF4RX3mKK02;2e4G04F77jxVuDYo44TCSm;3kPEBSt7qgVoRZSbIXMr7W
39,+6,TUIDE - SUN KISS,3,39,27469,64526,2uxeKIw5ancTu92x28Ctkf
40,+1,데이먼스 이어 Damons year - yours,1399,6,27314,19534423,2T5KKZuEEudb7alCJ1pCus
41,-4,Hearts2Hearts - FOCUS,311,6,26410,9747834,1ZLU77nRzQIaP23mVSYpCQ
42,+2,Nerd Connection - ‎Good Night Good Dream,800,28,26387,8678838,5WKUZJPvN1SScyggtPFShK
43,=,Lim Young Woong - Eternal Moment,363,16,26296,8308547,75MOYjGEyyH5U4ZFHOPvxR
44,+6,TUIDE - GRLS,3,44,26146,62499,2uxeKIw5ancTu92x28Ctkf
45,+1,The Black Skirts - Ling Ling,294,41,26084,4174469,6WeDO4GynFmK4OxwkBzMW8
46,-7,NMIXX - Heavy Serenade,108,3,26027,4606001,28ot3wh4oNmoFOdVajibBl
47,=,LEE CHANHYUK - Endangered Love,398,11,25100,9922831,4RkTSLr5Qf79FfUkeaDKbl
48,=,Hearts2Hearts - STYLE,435,8,24725,12271907,1ZLU77nRzQIaP23mVSYpCQ
49,=,"NOWIMYOUNG - KISS KISS KISS (Feat. SUNWOO (THE BOYZ)) (Prod. by Hukky Shibaseki) (w/ Royal 44 , SUNWOO )",160,2,24338,6724392,66LxteaHD7NvxCnkQoyw2G;6I5eyZiVUpuPwE8mTXp7hC;27Uaxd3EmAW0Hl3Atpf74q
50,+2,VINXEN - FLYING HIGH WITH U,192,21,23868,4382078,4T6xiCykTP9rCNaEPU7D4q
51,=,AKMU - Paradise of Rumors,142,1,23684,6173248,6OwKE9Ez6ALxpTaKcT5ayv
52,-12,tuki. - 晩餐歌,805,30,23629,8911002,1Y5vJqABeI6QI6R95EDV6o
53,=,ILLIT - Magnetic,885,1,21937,21087099,36cgvBn0aadzOijnjjwqMN
54,+1,CORTIS - GO!,331,6,19944,7954995,1ebt9HnXdyYA6KgLXr1n4P
55,-1,RESCENE - Pinball,53,50,19895,963265,5deOsjuFTKrNMJW3rKuL8S
56,=,BIGBANG - HARU HARU - KR Ver.,259,54,19282,2707793,4Kxlr1PRlDKEB0ekOCyHgX
57,+3,NewJeans - Hype Boy,1487,1,18492,25181908,6HvZYsbFfjnjFrWF950C9d
58,+4,The Black Skirts - 1:05,497,45,18444,6560825,6WeDO4GynFmK4OxwkBzMW8
59,=,Dominic Fike - Babydoll,162,51,18252,2735441,6USv9qhCn6zfxlBQIYJ9qs
60,+4,Kim Na Young - A Letter For You,109,53,18229,1913099,4dvmLXorXADxVq8EcySEWk
61,+8,Sung Si Kyung - Every moment of you,292,41,18161,4406118,7jFUYMpMUBDL4JQtMZ5ilc
