pos,change,title,days,peak,streams,total,artistIds
1,=,CORTIS - REDRED,,,1036735,,
2,=,RESCENE - LOVE ATTACK,,,1033917,,
3,=,aespa - LEMONADE,,,1004748,,
4,=,RESCENE - Pretty Girl,,,879060,,
5,=,ILLIT - It's Me,,,838283,,
6,=,ATEEZ - BAD,,,796525,,
7,NEW,JENNIE - Less than a Lover,,,789344,,
8,-1,I.O.I - 갑자기,,,745066,,
9,=,FIFTY FIFTY - Genie Magic,,,692462,,
10,-2,RESCENE - Deja Vu,,,631283,,
11,=,Hearts2Hearts - RUDE!,,,615271,,
12,-2,Hwa Sa - Good Goodbye,,,582538,,
13,-1,TAEYEON - Bansanka,,,541979,,
14,=,WOODZ - Drowning,,,485897,,
15,-2,fromis_9 - Vitamin ME,,,458834,,
16,+1,Hearts2Hearts - Lemon Tang,,,422661,,
17,+3,YENA - 캐치 캐치,,,421049,,
18,-2,OFFICIAL HIGE DANDISM - Pretender,,,417224,,
19,-4,tuki. - 晩餐歌,,,409528,,
20,NEW,BOL4 - Please Summer!,,,408050,,
