pos,change,title,days,peak,streams,total,artistIds
1,=,CORTIS - REDRED,,,1242009,,
2,=,RESCENE - Pretty Girl,,,1160916,,
3,+2,Hwa Sa - Good Goodbye,,,1125358,,
4,-1,aespa - LEMONADE,,,1116499,,
5,-1,RESCENE - LOVE ATTACK,,,1086292,,
6,=,ILLIT - It's Me,,,995062,,
7,=,I.O.I - 갑자기,,,808255,,
8,=,ATEEZ - BAD,,,738654,,
9,=,Hearts2Hearts - RUDE!,,,666585,,
10,NEW,QWER - Our Voyage,,,601598,,
11,-1,TAEYEON - Bansanka,,,588603,,
12,-1,RESCENE - Deja Vu,,,577155,,
13,+1,WOODZ - Drowning,,,503225,,
14,-1,i-dle - Gimme Dat Love,,,492856,,
15,+3,YENA - 캐치 캐치,,,469434,,
16,-1,OFFICIAL HIGE DANDISM - Pretender,,,446858,,
17,-1,HANRORO - 사랑하게 될 거야,,,441640,,
18,-1,tuki. - 晩餐歌,,,429350,,
19,=,Hearts2Hearts - Lemon Tang,,,421462,,
20,=,HANRORO - 0+0,,,406399,,
