pos,change,title,days,peak,streams,total,artistIds
1,=,ATEEZ - BAD,,,950231,,
2,=,RESCENE - LOVE ATTACK,,,888329,,
3,=,aespa - LEMONADE,,,868574,,
4,=,CORTIS - REDRED,,,838484,,
5,=,RESCENE - Pretty Girl,,,724735,,
6,=,ILLIT - It's Me,,,646686,,
7,+1,Hearts2Hearts - RUDE!,,,602429,,
8,-1,BABYMONSTER - MOON,,,593421,,
9,+1,RESCENE - Deja Vu,,,579756,,
10,-1,I.O.I - 갑자기,,,563478,,
11,NEW,KiiiKiii - Pop Off Pop Off (Preview),,,503563,,
12,=,JENNIE - Less than a Lover,,,469087,,
13,=,Red Velvet - Surfin' Boy,,,469084,,
14,=,TAEYEON - Bansanka,,,461546,,
15,-4,FIFTY FIFTY - Genie Magic,,,458306,,
16,+2,OFFICIAL HIGE DANDISM - Pretender,,,418587,,
17,-1,WOODZ - Drowning,,,412168,,
18,-3,YENA - 캐치 캐치,,,406453,,
19,-2,HWASA - Good Goodbye,,,404487,,
20,-1,HANRORO - 사랑하게 될 거야,,,387242,,
