pos,change,title,days,peak,streams,total,artistIds
1,=,RESCENE - LOVE ATTACK,,,900254,,
2,+1,CORTIS - REDRED,,,880454,,
3,-1,aespa - LEMONADE,,,869953,,
4,=,ATEEZ - BAD,,,851566,,
5,+1,RESCENE - Pretty Girl,,,754285,,
6,+1,ILLIT - It's Me,,,753952,,
7,-2,BABYMONSTER - MOON,,,741764,,
8,=,I.O.I - 갑자기,,,630735,,
9,=,Hearts2Hearts - RUDE!,,,605305,,
10,+2,RESCENE - Deja Vu,,,530874,,
11,NEW,FIFTY FIFTY - Genie Magic,,,514754,,
12,-1,JENNIE - Less than a Lover,,,513564,,
13,=,TAEYEON - Bansanka,,,444705,,
14,+2,YENA - 캐치 캐치,,,442873,,
15,-1,HWASA - Good Goodbye,,,435635,,
16,-1,WOODZ - Drowning,,,423656,,
17,+2,OFFICIAL HIGE DANDISM - Pretender,,,393990,,
18,NEW,Red Velvet - Surfin' Boy,,,391761,,
19,-2,fromis_9 - Vitamin ME,,,391421,,
20,-2,HANRORO - 사랑하게 될 거야,,,387468,,
