pos,change,title,days,peak,streams,total,artistIds
1,=,SOYEON - 퇴사할게여,,,1422718,,
2,+1,ATEEZ - BAD,,,1379134,,
3,-1,IU - Dear my crazy soulmate,,,1193788,,
4,=,meomuru - 꿈꾸던 어른이 되었나요?,,,1019601,,
5,=,RESCENE - LOVE ATTACK,,,818112,,
6,=,aespa - LEMONADE,,,713119,,
7,+1,CORTIS - REDRED,,,700260,,
8,+1,RESCENE - Pretty Girl,,,686870,,
9,-2,Lim Young Woong - 또또,,,686865,,
10,+1,RESCENE - Deja Vu,,,617469,,
11,-1,Girls' Generation-HRS - Skibidi,,,612975,,
12,=,Lim Young Woong - Moise,,,595491,,
13,=,Hearts2Hearts - RUDE!,,,565162,,
14,+4,BIGBANG - BiiiG,,,539452,,
15,+4,HWASA - Good Goodbye,,,518829,,
16,+1,ILLIT - It's Me,,,511063,,
17,NEW,"LEE CHANGSUB - Four seasons, and you",,,506862,,
18,NEW,I.O.I - 갑자기,,,490404,,
19,-3,Roy Kim - Sparkle,,,473642,,
20,-6,IU - Unknown Planet,,,470291,,
