pos,change,title,days,peak,streams,total,artistIds
1,=,Jung Kook - Seven (w/ Latto ),1162,1,74373,72908588,6HaGTQPmzraVmaVxvz6EUc;3MdXrJWsbVzdn6fe5JYkSQ
2,+1,RESCENE - LOVE ATTACK,120,2,65488,7663097,5deOsjuFTKrNMJW3rKuL8S
3,-1,CORTIS - REDRED,151,1,65016,14538106,1ebt9HnXdyYA6KgLXr1n4P
4,=,BIG Naughty - Nostalgia,18,1,64013,1226068,7cEaNXXTHx3LokbjUUyHal
5,=,Jimin - Who,791,1,62079,105502743,1oSPZhvZMIrWW5I41kPkkY
6,+1,SOYEON - I’m gonna TOESA,9,6,56448,318538,6Xg22wJOAcnvPUfk5WvODH
7,+1,Redoor - Forever Has Always Been,488,6,51969,10841040,5xhi1KB7WkPiTYb5Fm3YvS
8,-2,IU - Dear my crazy soulmate,8,6,51636,370249,3HqSLMAZ3g3d5poNaI7GOU
9,=,RESCENE - Deja Vu,109,8,50857,3912778,5deOsjuFTKrNMJW3rKuL8S
10,=,RESCENE - Pretty Girl,72,3,49427,4160969,5deOsjuFTKrNMJW3rKuL8S
11,=,ATEEZ - BAD,80,7,48421,3609298,68KmkJeZGfwe1OUaivBa2L
12,=,HANRORO - 0+0,365,1,48082,17713491,5wVJpXzuKV6Xj7Yhsf2uYx
13,=,aespa - LEMONADE,112,2,46094,7514429,6YVMFz59CuY7ngCxTxjpxE
14,=,KiiiKiii - Pop Off Pop Off,39,1,44687,2219583,63sat2XSMKdwKfqspmYQKP
15,=,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),1766,3,43780,12647300,246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX
16,=,IU - Unknown Planet,8,5,43096,332505,3HqSLMAZ3g3d5poNaI7GOU
17,+1,Nerd Connection - If I have you only (My love X Nerd Connection),1037,13,41963,14277461,5WKUZJPvN1SScyggtPFShK
18,-1,HANRORO - Landing in Love,430,1,41725,18879726,5wVJpXzuKV6Xj7Yhsf2uYx
19,+3,HANRORO - Let Me Love My Youth,433,6,39583,12322492,5wVJpXzuKV6Xj7Yhsf2uYx
20,-1,Hearts2Hearts - RUDE!,210,1,39237,11849901,1ZLU77nRzQIaP23mVSYpCQ
21,-1,ILLIT - It's Me,141,2,39213,8827558,36cgvBn0aadzOijnjjwqMN
22,+1,I.O.I - Suddenly,121,4,36075,6023870,6RKnXXyprPjhBdCvL802Ku
23,+1,Hearts2Hearts - Lemon Tang,88,2,36024,4306395,1ZLU77nRzQIaP23mVSYpCQ
24,-3,BIGBANG - BiiiG,30,1,35980,1742056,4Kxlr1PRlDKEB0ekOCyHgX
25,=,WOODZ - Drowning,716,7,35192,16794261,6y9nlaoynxSvoTGY09Vdcy
26,=,TUIDE - SUN KISS,25,14,33652,839205,2uxeKIw5ancTu92x28Ctkf
27,+2,JANNABI - for lovers who hesitate,1851,23,33240,12274487,2SY6OktZyMLdOnscX3DCyS
28,-1,KiiiKiii - 404 (New Era),235,1,32720,10662695,63sat2XSMKdwKfqspmYQKP
29,-1,Girls' Generation-HRS - Skibidi,16,26,32190,423235,1wlgozUz29VEBQxMDqQFK1
30,=,Nerd Connection - ‎Good Night Good Dream,822,26,31701,9341431,5WKUZJPvN1SScyggtPFShK
31,+1,데이먼스 이어 Damons year - yours,1421,6,30932,20203354,2T5KKZuEEudb7alCJ1pCus
32,+1,The Black Skirts - Ling Ling,316,28,30375,4822349,6WeDO4GynFmK4OxwkBzMW8
