pos,change,title,days,peak,streams,total,artistIds
1,+2,CORTIS - REDRED,153,1,72044,14673486,1ebt9HnXdyYA6KgLXr1n4P
2,=,RESCENE - LOVE ATTACK,122,2,70380,7797954,5deOsjuFTKrNMJW3rKuL8S
3,-2,Jung Kook - Seven (w/ Latto ),1164,1,69853,73049205,6HaGTQPmzraVmaVxvz6EUc;3MdXrJWsbVzdn6fe5JYkSQ
4,+2,SOYEON - I’m gonna TOESA,11,4,64813,441231,6Xg22wJOAcnvPUfk5WvODH
5,-1,Jimin - Who,793,1,64074,105627377,1oSPZhvZMIrWW5I41kPkkY
6,-1,BIG Naughty - Nostalgia,20,1,59934,1345078,7cEaNXXTHx3LokbjUUyHal
7,+1,Redoor - Forever Has Always Been,490,6,56024,10947707,5xhi1KB7WkPiTYb5Fm3YvS
8,+2,RESCENE - Pretty Girl,74,3,55876,4265854,5deOsjuFTKrNMJW3rKuL8S
9,=,RESCENE - Deja Vu,111,8,53344,4016245,5deOsjuFTKrNMJW3rKuL8S
10,+2,ATEEZ - BAD,82,7,53023,3710266,68KmkJeZGfwe1OUaivBa2L
11,=,HANRORO - 0+0,367,1,52188,17813857,5wVJpXzuKV6Xj7Yhsf2uYx
12,-5,IU - Dear my crazy soulmate,10,6,51383,472714,3HqSLMAZ3g3d5poNaI7GOU
13,+4,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),1768,3,47789,12737193,246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX
14,=,aespa - LEMONADE,114,2,45842,7604357,6YVMFz59CuY7ngCxTxjpxE
15,+3,Nerd Connection - If I have you only (My love X Nerd Connection),1039,13,45355,14364706,5WKUZJPvN1SScyggtPFShK
16,+3,HANRORO - Landing in Love,432,1,44446,18965567,5wVJpXzuKV6Xj7Yhsf2uYx
17,-2,IU - Unknown Planet,10,5,44030,419914,3HqSLMAZ3g3d5poNaI7GOU
18,-2,KiiiKiii - Pop Off Pop Off,41,1,43958,2306867,63sat2XSMKdwKfqspmYQKP
19,+2,ILLIT - It's Me,143,2,42369,8908191,36cgvBn0aadzOijnjjwqMN
20,=,Hearts2Hearts - RUDE!,212,1,40474,11928659,1ZLU77nRzQIaP23mVSYpCQ
21,+1,HANRORO - Let Me Love My Youth,435,6,39972,12400544,5wVJpXzuKV6Xj7Yhsf2uYx
22,+1,I.O.I - Suddenly,123,4,38982,6098248,6RKnXXyprPjhBdCvL802Ku
23,+1,Hearts2Hearts - Lemon Tang,90,2,38465,4379925,1ZLU77nRzQIaP23mVSYpCQ
24,+1,WOODZ - Drowning,718,7,36025,16865194,6y9nlaoynxSvoTGY09Vdcy
