pos,change,title,days,peak,streams,total,artistIds
1,=,CORTIS - REDRED,,,1012362,,
2,=,RESCENE - LOVE ATTACK,,,980460,,
3,+1,aespa - LEMONADE,,,912367,,
4,-1,RESCENE - Pretty Girl,,,899798,,
5,+1,ILLIT - It's Me,,,718778,,
6,+1,Hwa Sa - Good Goodbye,,,691546,,
7,+2,ATEEZ - BAD,,,669321,,
8,=,I.O.I - 갑자기,,,663512,,
9,+2,RESCENE - Deja Vu,,,577868,,
10,=,Hearts2Hearts - RUDE!,,,551153,,
11,+1,TAEYEON - Bansanka,,,531684,,
12,+1,WOODZ - Drowning,,,450956,,
13,-8,A2O - Love Got Me Ooh,,,416215,,
14,=,HANRORO - 사랑하게 될 거야,,,397651,,
15,=,OFFICIAL HIGE DANDISM - Pretender,,,391417,,
16,+1,tuki. - 晩餐歌,,,390211,,
17,NEW,Choi Yu Ree - 생각을 멈추다 보면,,,366058,,
18,=,Hearts2Hearts - Lemon Tang,,,357827,,
19,=,HANRORO - 0+0,,,353512,,
20,-4,YENA - 캐치 캐치,,,343684,,
