pos,change,title,days,peak,streams,total,artistIds
1,=,CORTIS - REDRED,98,1,89289,10421618,1ebt9HnXdyYA6KgLXr1n4P
2,=,RESCENE - LOVE ATTACK,67,2,77733,3854803,5deOsjuFTKrNMJW3rKuL8S
3,=,RESCENE - Pretty Girl,19,3,71203,1150354,5deOsjuFTKrNMJW3rKuL8S
4,+1,JENNIE - Less than a Lover,3,4,66640,194163,250b0Wlc5Vk0CoUsaCY84M
5,-1,ILLIT - It's Me,88,2,60942,6302291,36cgvBn0aadzOijnjjwqMN
6,=,aespa - LEMONADE,59,2,58610,4612874,6YVMFz59CuY7ngCxTxjpxE
7,+3,Jimin - Who,738,1,56687,102503761,1oSPZhvZMIrWW5I41kPkkY
8,-1,HANRORO - 0+0,312,1,50064,15295072,5wVJpXzuKV6Xj7Yhsf2uYx
9,=,I.O.I - Suddenly,68,4,48736,3863798,6RKnXXyprPjhBdCvL802Ku
10,-2,Hearts2Hearts - Lemon Tang,35,2,48617,2014260,1ZLU77nRzQIaP23mVSYpCQ
11,+2,HANRORO - Landing in Love,377,1,47815,16594993,5wVJpXzuKV6Xj7Yhsf2uYx
12,-1,Hearts2Hearts - RUDE!,157,1,46126,9665262,1ZLU77nRzQIaP23mVSYpCQ
13,-1,ATEEZ - BAD,27,7,45339,1030055,68KmkJeZGfwe1OUaivBa2L
14,=,RESCENE - Deja Vu,56,12,44610,1374015,5deOsjuFTKrNMJW3rKuL8S
15,=,HANRORO - Let Me Love My Youth,380,6,37830,10392666,5wVJpXzuKV6Xj7Yhsf2uYx
16,=,WOODZ - Drowning,663,7,36220,14941557,6y9nlaoynxSvoTGY09Vdcy
17,=,KiiiKiii - 404 (New Era),182,1,35245,8838413,63sat2XSMKdwKfqspmYQKP
18,+2,Jung Kook - Seven (w/ Latto ),1109,1,34988,70385663,6HaGTQPmzraVmaVxvz6EUc;3MdXrJWsbVzdn6fe5JYkSQ
19,=,YENA - Catch Catch,132,10,34611,4937641,49muoiIu4uea4PO8vueUNN
20,-2,Nerd Connection - If I have you only (My love X Nerd Connection),984,15,34152,12299387,5WKUZJPvN1SScyggtPFShK
21,=,TAEYEON - Bansanka,28,10,33876,1048238,3qNVuliS40BLgXGxhdBdqu
22,+2,Jin - Don’t Say You Love Me,437,1,32015,23390576,5vV3bFXnN6D6N3Nj4xRvaV
23,-1,OFFICIAL HIGE DANDISM - Pretender,763,19,31681,11801412,5Vo1hnCRmCM6M4thZCInCj
24,+3,RESCENE - Runaway,58,17,31323,1360141,5deOsjuFTKrNMJW3rKuL8S
25,-2,NMIXX - Heavy Serenade,77,3,31303,3693836,28ot3wh4oNmoFOdVajibBl
26,=,BTS - SWIM,129,1,31046,7255270,3Nrfpe0tUJi4K4DXYWgMUX
27,-2,"Woo - We Are (w/ Loco , GRAY )",586,15,30761,7144284,5a8EJtOEbUJDF4RX3mKK02;2e4G04F77jxVuDYo44TCSm;3kPEBSt7qgVoRZSbIXMr7W
28,=,AKMU - Paradise of Rumors,111,1,29585,5350767,6OwKE9Ez6ALxpTaKcT5ayv
29,+1,Redoor - Forever Has Always Been,435,17,29267,8816474,5xhi1KB7WkPiTYb5Fm3YvS
30,+11,fromis_9 - Vitamin ME,6,26,28859,160405,24nUVBIlCGi4twz4nYxJum
31,-2,Epik High - Love Love Love,257,5,28077,8129058,5snNHNlYT2UrtZo5HCJkiw
