pos,change,title,days,peak,streams,total,artistIds
1,=,SOYEON - 퇴사할게여,,,1680532,,
2,=,ATEEZ - BAD,,,1425364,,
3,+1,meomuru - 꿈꾸던 어른이 되었나요?,,,1057466,,
4,-1,IU - Dear my crazy soulmate,,,952623,,
5,=,RESCENE - LOVE ATTACK,,,827527,,
6,+1,CORTIS - REDRED,,,720696,,
7,+1,RESCENE - Pretty Girl,,,707283,,
8,-2,aespa - LEMONADE,,,703372,,
9,=,Lim Young Woong - 또또,,,640032,,
10,=,RESCENE - Deja Vu,,,619815,,
11,=,Girls' Generation - Skibidi,,,572843,,
12,+2,BIGBANG - BiiiG,,,570263,,
13,=,Hearts2Hearts - RUDE!,,,561967,,
14,+3,"LEE CHANGSUB - Four seasons, and you",,,539320,,
15,+1,ILLIT - It's Me,,,526730,,
16,-1,HWASA - Good Goodbye,,,525121,,
17,NEW,LE SSERAFIM - Made My Night,,,522804,,
18,-6,Lim Young Woong - Moise,,,507549,,
19,-1,I.O.I - 갑자기,,,503785,,
20,NEW,WOODZ - Drowning,,,480381,,
