pos,change,title,days,peak,streams,total,artistIds
1,=,CORTIS - REDRED,105,1,84979,11046616,1ebt9HnXdyYA6KgLXr1n4P
2,=,RESCENE - LOVE ATTACK,74,2,74591,4407736,5deOsjuFTKrNMJW3rKuL8S
3,=,JENNIE - Less than a Lover,10,3,68022,693240,250b0Wlc5Vk0CoUsaCY84M
4,=,RESCENE - Pretty Girl,26,3,65231,1636368,5deOsjuFTKrNMJW3rKuL8S
5,=,aespa - LEMONADE,66,2,58627,5031792,6YVMFz59CuY7ngCxTxjpxE
6,=,ILLIT - It's Me,95,2,57005,6713460,36cgvBn0aadzOijnjjwqMN
7,=,Jimin - Who,745,1,55398,102899107,1oSPZhvZMIrWW5I41kPkkY
8,=,Hearts2Hearts - Lemon Tang,42,2,50147,2366227,1ZLU77nRzQIaP23mVSYpCQ
9,+1,HANRORO - 0+0,319,1,47775,15641228,5wVJpXzuKV6Xj7Yhsf2uYx
10,-1,ATEEZ - BAD,34,7,45889,1378609,68KmkJeZGfwe1OUaivBa2L
11,+1,I.O.I - Suddenly,75,4,45005,4192535,6RKnXXyprPjhBdCvL802Ku
12,+2,HANRORO - Landing in Love,384,1,44593,16923672,5wVJpXzuKV6Xj7Yhsf2uYx
13,+2,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),1720,13,44589,9978544,246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX
14,-3,Hearts2Hearts - RUDE!,164,1,44062,9994392,1ZLU77nRzQIaP23mVSYpCQ
15,-2,RESCENE - Deja Vu,63,10,43355,1704586,5deOsjuFTKrNMJW3rKuL8S
16,=,fromis_9 - Vitamin ME,13,15,40109,436931,24nUVBIlCGi4twz4nYxJum
17,+2,KiiiKiii - 404 (New Era),189,1,35761,9097647,63sat2XSMKdwKfqspmYQKP
18,+2,YENA - Catch Catch,139,10,35071,5182203,49muoiIu4uea4PO8vueUNN
19,-2,WOODZ - Drowning,670,7,35052,15201144,6y9nlaoynxSvoTGY09Vdcy
20,+1,Jung Kook - Seven (w/ Latto ),1116,1,35013,70638619,6HaGTQPmzraVmaVxvz6EUc;3MdXrJWsbVzdn6fe5JYkSQ
21,-3,HANRORO - Let Me Love My Youth,387,6,34611,10653076,5wVJpXzuKV6Xj7Yhsf2uYx
22,+1,Nerd Connection - If I have you only (My love X Nerd Connection),991,15,33605,12552210,5WKUZJPvN1SScyggtPFShK
23,+3,Redoor - Forever Has Always Been,442,17,32506,9034300,5xhi1KB7WkPiTYb5Fm3YvS
24,=,Jin - Don’t Say You Love Me,444,1,31671,23628306,5vV3bFXnN6D6N3Nj4xRvaV
25,=,BTS - SWIM,136,1,30240,7480246,3Nrfpe0tUJi4K4DXYWgMUX
26,-4,Ariana Grande - hate that i made you love me,65,15,30062,1973851,66CXWjxzNUsdJxJ2JdwvnR
27,=,OFFICIAL HIGE DANDISM - Pretender,770,19,29996,12027529,5Vo1hnCRmCM6M4thZCInCj
28,+5,JANNABI - for lovers who hesitate,1805,26,29975,10858301,2SY6OktZyMLdOnscX3DCyS
29,=,TAEYEON - Bansanka,35,10,29637,1276902,3qNVuliS40BLgXGxhdBdqu
30,-2,NMIXX - Heavy Serenade,84,3,29148,3916852,28ot3wh4oNmoFOdVajibBl
31,=,Epik High - Love Love Love,264,5,28444,8339505,5snNHNlYT2UrtZo5HCJkiw
32,+6,"Woo - We Are (w/ Loco , GRAY )",593,15,27823,7349122,5a8EJtOEbUJDF4RX3mKK02;2e4G04F77jxVuDYo44TCSm;3kPEBSt7qgVoRZSbIXMr7W
33,-1,RESCENE - Runaway,65,17,27729,1574875,5deOsjuFTKrNMJW3rKuL8S
34,-4,AKMU - Paradise of Rumors,118,1,27545,5553864,6OwKE9Ez6ALxpTaKcT5ayv
35,+2,데이먼스 이어 Damons year - yours,1375,6,26663,18891061,2T5KKZuEEudb7alCJ1pCus
36,-2,Hearts2Hearts - STYLE,411,8,26470,11649801,1ZLU77nRzQIaP23mVSYpCQ
37,+2,Hearts2Hearts - FOCUS,287,6,26418,9123889,1ZLU77nRzQIaP23mVSYpCQ
38,-3,tuki. - 晩餐歌,781,31,26344,8275259,1Y5vJqABeI6QI6R95EDV6o
39,+1,CORTIS - GO!,307,6,26055,7406834,1ebt9HnXdyYA6KgLXr1n4P
40,-4,Nerd Connection - ‎Good Night Good Dream,776,28,25485,8054703,5WKUZJPvN1SScyggtPFShK
41,+1,ILLIT - Magnetic,861,1,25113,20513781,36cgvBn0aadzOijnjjwqMN
42,+7,BOL4 - Please Summer!,10,42,24693,179292,4k5fFEYgkWYrYvtOK3zVBl
43,+4,KATSEYE - Animal,9,43,24580,178974,3c0gDdb9lhnHGFtP4prQpn
44,-1,Lim Young Woong - Eternal Moment,339,16,24546,7707371,75MOYjGEyyH5U4ZFHOPvxR
45,-4,CORTIS - ACAI,91,32,24527,2128079,1ebt9HnXdyYA6KgLXr1n4P
