pos,change,title,days,peak,streams,total,artistIds
1,=,BIG Naughty - Nostalgia,8,1,82184,561031,7cEaNXXTHx3LokbjUUyHal
2,+2,Jung Kook - Seven (w/ Latto ),1152,1,74746,72187223,6HaGTQPmzraVmaVxvz6EUc;3MdXrJWsbVzdn6fe5JYkSQ
3,-1,CORTIS - REDRED,141,1,72425,13851571,1ebt9HnXdyYA6KgLXr1n4P
4,-1,RESCENE - LOVE ATTACK,110,2,69956,6989940,5deOsjuFTKrNMJW3rKuL8S
5,+1,Jimin - Who,781,1,58753,104935315,1oSPZhvZMIrWW5I41kPkkY
6,+1,KiiiKiii - Pop Off Pop Off,29,1,54070,1748857,63sat2XSMKdwKfqspmYQKP
7,+1,RESCENE - Pretty Girl,62,3,52008,3656894,5deOsjuFTKrNMJW3rKuL8S
8,-3,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),1756,3,51639,12164273,246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX
9,=,aespa - LEMONADE,102,2,51275,7017984,6YVMFz59CuY7ngCxTxjpxE
10,=,ATEEZ - BAD,70,7,50171,3133075,68KmkJeZGfwe1OUaivBa2L
11,+1,BIGBANG - BiiiG,20,1,49423,1328053,4Kxlr1PRlDKEB0ekOCyHgX
12,-1,RESCENE - Deja Vu,99,8,48392,3422731,5deOsjuFTKrNMJW3rKuL8S
13,=,Redoor - Forever Has Always Been,478,13,46139,10335207,5xhi1KB7WkPiTYb5Fm3YvS
14,=,HANRORO - 0+0,355,1,45161,17241818,5wVJpXzuKV6Xj7Yhsf2uYx
15,=,ILLIT - It's Me,131,2,43578,8422388,36cgvBn0aadzOijnjjwqMN
16,+1,Hearts2Hearts - RUDE!,200,1,41663,11441090,1ZLU77nRzQIaP23mVSYpCQ
17,-1,HANRORO - Landing in Love,420,1,40832,18433937,5wVJpXzuKV6Xj7Yhsf2uYx
18,=,Hearts2Hearts - Lemon Tang,78,2,39099,3937460,1ZLU77nRzQIaP23mVSYpCQ
19,+2,HANRORO - Let Me Love My Youth,423,6,39082,11934217,5wVJpXzuKV6Xj7Yhsf2uYx
20,+4,TUIDE - SUN KISS,15,14,38880,495766,2uxeKIw5ancTu92x28Ctkf
21,-1,I.O.I - Suddenly,111,4,37945,5664032,6RKnXXyprPjhBdCvL802Ku
22,=,WOODZ - Drowning,706,7,36959,16442902,6y9nlaoynxSvoTGY09Vdcy
23,-4,Nerd Connection - If I have you only (My love X Nerd Connection),1027,13,36789,13877237,5WKUZJPvN1SScyggtPFShK
24,+1,JENNIE - FALLEN ANGEL,11,19,36594,382819,250b0Wlc5Vk0CoUsaCY84M
25,+1,JENNIE - Less than a Lover,46,3,35696,2268133,250b0Wlc5Vk0CoUsaCY84M
26,-3,JANNABI - for lovers who hesitate,1841,23,35007,11962715,2SY6OktZyMLdOnscX3DCyS
27,+1,KiiiKiii - 404 (New Era),225,1,33817,10325903,63sat2XSMKdwKfqspmYQKP
28,+5,ENHYPEN - Bloody Paradise,18,18,33632,588192,5t5FqBwTcgKTaWmfEbwQY9
29,-2,OFFICIAL HIGE DANDISM - Pretender,806,19,32619,13130816,5Vo1hnCRmCM6M4thZCInCj
30,+4,"Woo - We Are (w/ Loco , GRAY )",629,15,30845,8400022,5a8EJtOEbUJDF4RX3mKK02;2e4G04F77jxVuDYo44TCSm;3kPEBSt7qgVoRZSbIXMr7W
31,-1,Nerd Connection - ‎Good Night Good Dream,812,28,30369,9027317,5WKUZJPvN1SScyggtPFShK
32,+5,TAEYEON - Bansanka,71,10,30037,2293181,3qNVuliS40BLgXGxhdBdqu
33,-1,The Black Skirts - Ling Ling,306,32,29923,4513512,6WeDO4GynFmK4OxwkBzMW8
34,-5,데이먼스 이어 Damons year - yours,1411,6,29856,19895268,2T5KKZuEEudb7alCJ1pCus
35,-4,YENA - Catch Catch,175,10,29152,6329232,49muoiIu4uea4PO8vueUNN
36,+2,RESCENE - Runaway,101,17,28339,2623196,5deOsjuFTKrNMJW3rKuL8S
37,-2,BOL4 - Please Summer!,46,18,28136,1316234,4k5fFEYgkWYrYvtOK3zVBl
38,+4,BTS - SWIM,172,1,27924,8491479,3Nrfpe0tUJi4K4DXYWgMUX
39,-3,Epik High - Love Love Love,300,5,27858,9357308,5snNHNlYT2UrtZo5HCJkiw
40,+4,Lim Young Woong - Eternal Moment,375,16,27549,8633712,75MOYjGEyyH5U4ZFHOPvxR
41,=,Hearts2Hearts - FOCUS,323,6,27264,10044275,1ZLU77nRzQIaP23mVSYpCQ
42,-3,fromis_9 - Vitamin ME,49,15,27211,1577651,24nUVBIlCGi4twz4nYxJum
43,=,Jin - Don’t Say You Love Me,480,1,27127,24780154,5vV3bFXnN6D6N3Nj4xRvaV
44,+11,Girls' Generation-HRS - Skibidi,6,44,26814,115843,1wlgozUz29VEBQxMDqQFK1
