pos,change,title,days,peak,streams,total,artistIds
1,=,CORTIS - REDRED,115,1,82924,11868974,1ebt9HnXdyYA6KgLXr1n4P
2,=,RESCENE - LOVE ATTACK,84,2,79714,5167131,5deOsjuFTKrNMJW3rKuL8S
3,=,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),1730,3,72761,10612027,246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX
4,+1,RESCENE - Pretty Girl,36,3,61371,2232792,5deOsjuFTKrNMJW3rKuL8S
5,-1,aespa - LEMONADE,76,2,59085,5632300,6YVMFz59CuY7ngCxTxjpxE
6,=,Jimin - Who,755,1,58900,103451608,1oSPZhvZMIrWW5I41kPkkY
7,+2,KiiiKiii - Pop Off Pop Off,3,7,54605,136967,63sat2XSMKdwKfqspmYQKP
8,-1,JENNIE - Less than a Lover,20,3,51550,1272745,250b0Wlc5Vk0CoUsaCY84M
9,-1,RESCENE - Deja Vu,73,8,51129,2179400,5deOsjuFTKrNMJW3rKuL8S
10,+1,ATEEZ - BAD,44,7,49193,1854270,68KmkJeZGfwe1OUaivBa2L
11,-1,ILLIT - It's Me,105,2,48455,7229592,36cgvBn0aadzOijnjjwqMN
12,=,Hearts2Hearts - Lemon Tang,52,2,48390,2862610,1ZLU77nRzQIaP23mVSYpCQ
13,=,HANRORO - 0+0,329,1,46890,16104548,5wVJpXzuKV6Xj7Yhsf2uYx
14,+3,Hearts2Hearts - RUDE!,174,1,44210,10434861,1ZLU77nRzQIaP23mVSYpCQ
15,=,HANRORO - Landing in Love,394,1,44077,17363334,5wVJpXzuKV6Xj7Yhsf2uYx
16,-2,I.O.I - Suddenly,85,4,43993,4642690,6RKnXXyprPjhBdCvL802Ku
17,-1,Red Velvet - Surfin' Boy,10,12,43574,416214,1z4g3DjTBBZKhvAroFlhOM
18,=,KiiiKiii - 404 (New Era),199,1,37827,9465748,63sat2XSMKdwKfqspmYQKP
19,+1,HANRORO - Let Me Love My Youth,397,6,37644,11011938,5wVJpXzuKV6Xj7Yhsf2uYx
20,+2,Nerd Connection - If I have you only (My love X Nerd Connection),1001,15,37305,12887771,5WKUZJPvN1SScyggtPFShK
21,-2,fromis_9 - Vitamin ME,23,15,37224,825359,24nUVBIlCGi4twz4nYxJum
22,-1,WOODZ - Drowning,680,7,35093,15544118,6y9nlaoynxSvoTGY09Vdcy
23,=,Jung Kook - Seven (w/ Latto ),1126,1,34621,70978939,6HaGTQPmzraVmaVxvz6EUc;3MdXrJWsbVzdn6fe5JYkSQ
24,+1,YENA - Catch Catch,149,10,33676,5525394,49muoiIu4uea4PO8vueUNN
25,+1,BOL4 - Please Summer!,20,18,33623,498846,4k5fFEYgkWYrYvtOK3zVBl
26,-2,Jin - Don’t Say You Love Me,454,1,33623,23959170,5vV3bFXnN6D6N3Nj4xRvaV
27,=,Redoor - Forever Has Always Been,452,17,32688,9345571,5xhi1KB7WkPiTYb5Fm3YvS
28,=,OFFICIAL HIGE DANDISM - Pretender,780,19,31853,12345115,5Vo1hnCRmCM6M4thZCInCj
29,+2,JANNABI - for lovers who hesitate,1815,26,31207,11152634,2SY6OktZyMLdOnscX3DCyS
30,+3,NMIXX - Heavy Serenade,94,3,30776,4222157,28ot3wh4oNmoFOdVajibBl
31,-2,"Woo - We Are (w/ Loco , GRAY )",603,15,30570,7649162,5a8EJtOEbUJDF4RX3mKK02;2e4G04F77jxVuDYo44TCSm;3kPEBSt7qgVoRZSbIXMr7W
32,=,BTS - SWIM,146,1,30059,7775960,3Nrfpe0tUJi4K4DXYWgMUX
33,+1,RESCENE - Runaway,75,17,29447,1854587,5deOsjuFTKrNMJW3rKuL8S
34,-4,TAEYEON - Bansanka,45,10,29346,1565940,3qNVuliS40BLgXGxhdBdqu
35,+9,tuki. - 晩餐歌,791,30,28448,8547356,1Y5vJqABeI6QI6R95EDV6o
36,+7,Nerd Connection - ‎Good Night Good Dream,786,28,28174,8309065,5WKUZJPvN1SScyggtPFShK
37,+1,Epik High - Love Love Love,274,5,27763,8620435,5snNHNlYT2UrtZo5HCJkiw
38,-1,데이먼스 이어 Damons year - yours,1385,6,27580,19162336,2T5KKZuEEudb7alCJ1pCus
39,-4,Hearts2Hearts - STYLE,421,8,27529,11928991,1ZLU77nRzQIaP23mVSYpCQ
