pos,change,title,days,peak,streams,total,artistIds
1,=,RESCENE - LOVE ATTACK,,,904994,,
2,=,aespa - LEMONADE,,,887380,,
3,+2,CORTIS - REDRED,,,867224,,
4,-1,ATEEZ - BAD,,,861872,,
5,-1,BABYMONSTER - MOON,,,820475,,
6,=,RESCENE - Pretty Girl,,,743514,,
7,=,ILLIT - It's Me,,,707673,,
8,+2,I.O.I - 갑자기,,,616433,,
9,=,Hearts2Hearts - RUDE!,,,601311,,
10,-2,JENNIE - Less than a Lover,,,587697,,
11,=,RESCENE - Deja Vu,,,553276,,
12,=,TAEYEON - Bansanka,,,485095,,
13,=,BOL4 - Please Summer!,,,478850,,
14,=,fromis_9 - Vitamin ME,,,440900,,
15,=,WOODZ - Drowning,,,421879,,
16,=,HWASA - Good Goodbye,,,414877,,
17,+1,YENA - 캐치 캐치,,,402489,,
18,-1,OFFICIAL HIGE DANDISM - Pretender,,,397249,,
19,NEW,HANRORO - 사랑하게 될 거야,,,388071,,
20,-1,tuki. - 晩餐歌,,,382830,,
