pos,change,title,days,peak,streams,total,artistIds
1,=,Lim Young Woong - ToTo,,,1056249,,
2,NEW,SOYEON - 퇴사할게여,,,959691,,
3,-1,ATEEZ - BAD,,,940323,,
4,-1,RESCENE - LOVE ATTACK,,,813231,,
5,-1,aespa - LEMONADE,,,737339,,
6,-1,CORTIS - REDRED,,,711048,,
7,-1,RESCENE - Pretty Girl,,,677448,,
8,-1,BIGBANG - BiiiG,,,653034,,
9,+8,D.O. - Guitarist,,,650643,,
10,-2,RESCENE - Deja Vu,,,574908,,
11,-2,Hearts2Hearts - RUDE!,,,535952,,
12,-2,ILLIT - It's Me,,,532100,,
13,-2,I.O.I - 갑자기,,,480636,,
14,-2,meomuru - 꿈꾸던 어른이 되었나요?,,,452386,,
15,-2,KiiiKiii - Pop Off Pop Off,,,433990,,
16,-2,WOODZ - Drowning,,,424607,,
17,-1,HWASA - Good Goodbye,,,409617,,
18,-3,TAEYEON - Bansanka,,,408343,,
19,-1,OFFICIAL HIGE DANDISM - Pretender,,,368026,,
20,NEW,Lim Young Woong - Please Be Happy,,,362754,,
