pos,change,title,days,peak,streams,total,artistIds
1,=,CORTIS - REDRED,104,1,84853,10961637,1ebt9HnXdyYA6KgLXr1n4P
2,=,RESCENE - LOVE ATTACK,73,2,75737,4333145,5deOsjuFTKrNMJW3rKuL8S
3,=,JENNIE - Less than a Lover,9,3,68539,625218,250b0Wlc5Vk0CoUsaCY84M
4,=,RESCENE - Pretty Girl,25,3,66521,1571137,5deOsjuFTKrNMJW3rKuL8S
5,=,aespa - LEMONADE,65,2,58918,4973165,6YVMFz59CuY7ngCxTxjpxE
6,=,ILLIT - It's Me,94,2,57343,6656455,36cgvBn0aadzOijnjjwqMN
7,=,Jimin - Who,744,1,53811,102843709,1oSPZhvZMIrWW5I41kPkkY
8,+2,Hearts2Hearts - Lemon Tang,41,2,50929,2316080,1ZLU77nRzQIaP23mVSYpCQ
9,-1,ATEEZ - BAD,33,7,48098,1332720,68KmkJeZGfwe1OUaivBa2L
10,-1,HANRORO - 0+0,318,1,47633,15593453,5wVJpXzuKV6Xj7Yhsf2uYx
11,=,Hearts2Hearts - RUDE!,163,1,45677,9950330,1ZLU77nRzQIaP23mVSYpCQ
12,+1,I.O.I - Suddenly,74,4,45565,4147530,6RKnXXyprPjhBdCvL802Ku
13,-1,RESCENE - Deja Vu,62,10,44550,1661231,5deOsjuFTKrNMJW3rKuL8S
14,=,HANRORO - Landing in Love,383,1,43526,16879079,5wVJpXzuKV6Xj7Yhsf2uYx
15,+5,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),1719,15,40190,9933955,246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX
16,-1,fromis_9 - Vitamin ME,12,15,39311,396822,24nUVBIlCGi4twz4nYxJum
17,+1,WOODZ - Drowning,669,7,36780,15166092,6y9nlaoynxSvoTGY09Vdcy
18,-2,HANRORO - Let Me Love My Youth,386,6,36140,10618465,5wVJpXzuKV6Xj7Yhsf2uYx
19,=,KiiiKiii - 404 (New Era),188,1,35901,9061886,63sat2XSMKdwKfqspmYQKP
20,+3,YENA - Catch Catch,138,10,35726,5147132,49muoiIu4uea4PO8vueUNN
21,=,Jung Kook - Seven (w/ Latto ),1115,1,35641,70603606,6HaGTQPmzraVmaVxvz6EUc;3MdXrJWsbVzdn6fe5JYkSQ
22,-5,Ariana Grande - hate that i made you love me,64,15,33617,1943789,66CXWjxzNUsdJxJ2JdwvnR
23,-1,Nerd Connection - If I have you only (My love X Nerd Connection),990,15,33062,12518605,5WKUZJPvN1SScyggtPFShK
24,=,Jin - Don’t Say You Love Me,443,1,32380,23596635,5vV3bFXnN6D6N3Nj4xRvaV
25,+1,BTS - SWIM,135,1,32144,7450006,3Nrfpe0tUJi4K4DXYWgMUX
26,+7,Redoor - Forever Has Always Been,441,17,31605,9001794,5xhi1KB7WkPiTYb5Fm3YvS
27,=,OFFICIAL HIGE DANDISM - Pretender,769,19,30822,11997533,5Vo1hnCRmCM6M4thZCInCj
28,=,NMIXX - Heavy Serenade,83,3,30074,3887704,28ot3wh4oNmoFOdVajibBl
29,-4,TAEYEON - Bansanka,34,10,29936,1247265,3qNVuliS40BLgXGxhdBdqu
30,=,AKMU - Paradise of Rumors,117,1,28999,5526319,6OwKE9Ez6ALxpTaKcT5ayv
31,+3,Epik High - Love Love Love,263,5,28907,8311061,5snNHNlYT2UrtZo5HCJkiw
32,-1,RESCENE - Runaway,64,17,28702,1547146,5deOsjuFTKrNMJW3rKuL8S
33,-4,JANNABI - for lovers who hesitate,1804,26,28393,10828326,2SY6OktZyMLdOnscX3DCyS
34,-2,Hearts2Hearts - STYLE,410,8,26831,11623331,1ZLU77nRzQIaP23mVSYpCQ
35,+2,tuki. - 晩餐歌,780,31,26365,8248915,1Y5vJqABeI6QI6R95EDV6o
36,+2,Nerd Connection - ‎Good Night Good Dream,775,28,26170,8029218,5WKUZJPvN1SScyggtPFShK
