pos,change,title,days,peak,streams,total,artistIds
1,=,BIGBANG - BiiiG,,,3432323,,
2,=,ATEEZ - BAD,,,859070,,
3,+1,aespa - LEMONADE,,,842959,,
4,-1,RESCENE - LOVE ATTACK,,,803160,,
5,=,CORTIS - REDRED,,,769965,,
6,=,RESCENE - Pretty Girl,,,660137,,
7,=,RESCENE - Deja Vu,,,565720,,
8,=,ILLIT - It's Me,,,544538,,
9,+1,Hearts2Hearts - RUDE!,,,514375,,
10,+1,I.O.I - 갑자기,,,513664,,
11,-2,KiiiKiii - Pop Off Pop Off,,,493273,,
12,=,TAEYEON - Bansanka,,,420941,,
13,=,WOODZ - Drowning,,,380609,,
14,+1,HWASA - Good Goodbye,,,361092,,
15,-1,Choi Yu Ree - 생각을 멈추다 보면,,,354786,,
16,=,YENA - 캐치 캐치,,,353879,,
17,+2,OFFICIAL HIGE DANDISM - Pretender,,,345781,,
18,NEW,LEE SUHYUN - Blue Lagoon (Korean Ver.),,,342970,,
19,-2,Post Malone - Sunflower,,,341868,,
20,-2,JENNIE - Less than a Lover,,,323255,,
