pos,change,title,days,peak,streams,total,artistIds
1,+7,Lim Young Woong - ToTo,,,1208205,,
2,=,ATEEZ - BAD,,,949243,,
3,=,RESCENE - LOVE ATTACK,,,809577,,
4,=,aespa - LEMONADE,,,758046,,
5,=,CORTIS - REDRED,,,718214,,
6,=,RESCENE - Pretty Girl,,,680429,,
7,=,BIGBANG - BiiiG,,,673797,,
8,+1,RESCENE - Deja Vu,,,578646,,
9,+1,Hearts2Hearts - RUDE!,,,553862,,
10,+1,ILLIT - It's Me,,,534323,,
11,+1,I.O.I - 갑자기,,,476117,,
12,+2,meomuru - 꿈꾸던 어른이 되었나요?,,,466064,,
13,=,KiiiKiii - Pop Off Pop Off,,,442522,,
14,+1,WOODZ - Drowning,,,422853,,
15,+1,TAEYEON - Bansanka,,,402453,,
16,+1,HWASA - Good Goodbye,,,389778,,
17,NEW,D.O. - Guitarist,,,371416,,
18,+1,OFFICIAL HIGE DANDISM - Pretender,,,364928,,
19,-1,Choi Yu Ree - 생각을 멈추다 보면,,,361318,,
20,=,TUIDE - SUN KISS,,,351680,,
